NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RFX1_01	RFX1_01		253	0.3766715	1.0094875	0.455	0.8661898	1.0	5810	tags=33%, list=31%, signal=47%	
GSE12839_CTRL_VS_IL12_TREATED_PBMC_DN	GSE12839_CTRL_VS_IL12_TREATED_PBMC_DN		118	0.38556382	1.0094689	0.48	0.86623836	1.0	7562	tags=52%, list=40%, signal=86%	
MIR6734_3P	MIR6734_3P		139	0.38452846	1.0094197	0.456	0.86646134	1.0	7184	tags=41%, list=38%, signal=66%	
REACTOME_RHOJ_GTPASE_CYCLE	REACTOME_RHOJ_GTPASE_CYCLE		55	0.402851	1.0094179	0.493	0.86640966	1.0	6121	tags=38%, list=32%, signal=56%	
MODULE_63	MODULE_63		209	0.3802463	1.0094137	0.458	0.86637187	1.0	6824	tags=42%, list=36%, signal=64%	
GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP		165	0.38010472	1.0093918	0.471	0.86643267	1.0	5299	tags=32%, list=28%, signal=43%	
GSE33292_DN3_THYMOCYTE_VS_TCF1_KO_TCELL_LYMPHOMA_UP	GSE33292_DN3_THYMOCYTE_VS_TCF1_KO_TCELL_LYMPHOMA_UP		195	0.3801534	1.0093689	0.463	0.866501	1.0	8008	tags=45%, list=42%, signal=77%	
MIR20B_3P	MIR20B_3P		71	0.39735025	1.0093508	0.489	0.86653733	1.0	7172	tags=38%, list=38%, signal=61%	
STARK_HYPPOCAMPUS_22Q11_DELETION_UP	STARK_HYPPOCAMPUS_22Q11_DELETION_UP		48	0.4035997	1.0092771	0.479	0.8668966	1.0	8487	tags=56%, list=45%, signal=102%	
WP_PROLACTIN_SIGNALING_PATHWAY	WP_PROLACTIN_SIGNALING_PATHWAY		76	0.3972537	1.0092705	0.47	0.86687267	1.0	7630	tags=47%, list=40%, signal=79%	
GOMF_GDP_DISSOCIATION_INHIBITOR_ACTIVITY	GOMF_GDP_DISSOCIATION_INHIBITOR_ACTIVITY		16	0.4443064	1.0092385	0.49949443	0.8669949	1.0	8795	tags=75%, list=47%, signal=140%	
GOCC_CLATHRIN_COAT	GOCC_CLATHRIN_COAT		44	0.4076864	1.0092086	0.488	0.8671005	1.0	4310	tags=27%, list=23%, signal=35%	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING		13	0.46135214	1.0092068	0.47781217	0.867048	1.0	9138	tags=77%, list=48%, signal=149%	
GOCC_ESCRT_I_COMPLEX	GOCC_ESCRT_I_COMPLEX		10	0.48398826	1.0091958	0.46121594	0.8670508	1.0	6993	tags=60%, list=37%, signal=95%	
MODULE_132	MODULE_132		13	0.46511412	1.0091646	0.4918033	0.8671602	1.0	4863	tags=31%, list=26%, signal=41%	
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN	GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_DN		193	0.37884375	1.0091538	0.453	0.86716074	1.0	6532	tags=41%, list=35%, signal=62%	
GSE7460_TREG_VS_TCONV_ACT_DN	GSE7460_TREG_VS_TCONV_ACT_DN		190	0.37904015	1.0091506	0.452	0.8671154	1.0	6493	tags=38%, list=34%, signal=58%	
HP_DEMENTIA	HP_DEMENTIA		154	0.38197538	1.0090593	0.463	0.86756957	1.0	4690	tags=28%, list=25%, signal=37%	
HP_DIPLOPIA	HP_DIPLOPIA		77	0.39359364	1.009057	0.468	0.8675211	1.0	5611	tags=30%, list=30%, signal=42%	
GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_DN	GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_DN		156	0.3813153	1.0090451	0.479	0.8675255	1.0	7196	tags=40%, list=38%, signal=64%	
GSE3982_MAC_VS_NEUTROPHIL_DN	GSE3982_MAC_VS_NEUTROPHIL_DN		189	0.37849656	1.0090281	0.458	0.8675576	1.0	7038	tags=42%, list=37%, signal=66%	
HP_HEMORRHAGE_OF_THE_EYE	HP_HEMORRHAGE_OF_THE_EYE		40	0.4104268	1.0090089	0.47247246	0.86760604	1.0	8991	tags=58%, list=48%, signal=110%	
HOXD1_TARGET_GENES	HOXD1_TARGET_GENES		57	0.40044412	1.00898	0.485	0.8677086	1.0	8192	tags=49%, list=43%, signal=87%	
GGGCATT_MIR365	GGGCATT_MIR365		105	0.38570255	1.0089773	0.456	0.8676629	1.0	5726	tags=36%, list=30%, signal=52%	
GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_DN	GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_DN		198	0.3809611	1.0089703	0.468	0.86764425	1.0	6429	tags=38%, list=34%, signal=57%	
MIR200A_3P	MIR200A_3P		383	0.3735924	1.0089442	0.447	0.86773	1.0	5366	tags=31%, list=28%, signal=43%	
SENESE_HDAC3_TARGETS_UP	SENESE_HDAC3_TARGETS_UP		462	0.37164947	1.0088787	0.454	0.8680515	1.0	8501	tags=49%, list=45%, signal=87%	
HP_HYPEREXTENSIBLE_SKIN	HP_HYPEREXTENSIBLE_SKIN		61	0.39843404	1.008848	0.471	0.8681662	1.0	4758	tags=33%, list=25%, signal=44%	
GOCC_ACTIN_CYTOSKELETON	GOCC_ACTIN_CYTOSKELETON		485	0.37140706	1.0088029	0.423	0.8683593	1.0	5887	tags=32%, list=31%, signal=46%	
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS	GOBP_DETECTION_OF_TEMPERATURE_STIMULUS		21	0.43470052	1.0087746	0.5020121	0.86846405	1.0	4522	tags=29%, list=24%, signal=38%	
MIR454_3P	MIR454_3P		417	0.37341744	1.0087482	0.455	0.8685512	1.0	8473	tags=50%, list=45%, signal=88%	
HP_ABNORMAL_POSTERIOR_SEGMENT_IMAGING	HP_ABNORMAL_POSTERIOR_SEGMENT_IMAGING		24	0.43468952	1.0087315	0.49047142	0.8685889	1.0	5255	tags=42%, list=28%, signal=58%	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_DN	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_DN		10	0.4805514	1.0086989	0.46659815	0.86871105	1.0	9583	tags=80%, list=51%, signal=162%	
BUSSLINGER_DUODENAL_EARLY_IMMATURE_ENTEROCYTES	BUSSLINGER_DUODENAL_EARLY_IMMATURE_ENTEROCYTES		106	0.39159757	1.0086799	0.479	0.868757	1.0	5814	tags=32%, list=31%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM		14	0.4614697	1.0086516	0.49746192	0.8688563	1.0	3330	tags=21%, list=18%, signal=26%	
HP_ACCESSORY_SPLEEN	HP_ACCESSORY_SPLEEN		25	0.42496815	1.0086458	0.4884885	0.868826	1.0	4363	tags=24%, list=23%, signal=31%	
HP_UPPER_LIMB_AMYOTROPHY	HP_UPPER_LIMB_AMYOTROPHY		40	0.40901005	1.0086347	0.487	0.86882	1.0	5581	tags=40%, list=30%, signal=57%	
MIR597_5P	MIR597_5P		77	0.39654636	1.0086199	0.485	0.8688436	1.0	6349	tags=39%, list=34%, signal=58%	
AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4	AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4		182	0.3790784	1.0085924	0.476	0.868936	1.0	7406	tags=43%, list=39%, signal=71%	
GOBP_RESPONSE_TO_DSRNA	GOBP_RESPONSE_TO_DSRNA		52	0.40579617	1.0085517	0.483	0.8691085	1.0	4464	tags=25%, list=24%, signal=33%	
HP_ABNORMALITY_OF_VITAMIN_B12_METABOLISM	HP_ABNORMALITY_OF_VITAMIN_B12_METABOLISM		25	0.42606625	1.0085363	0.47690764	0.8691369	1.0	2575	tags=24%, list=14%, signal=28%	
WP_ONCOSTATIN_M_SIGNALING_PATHWAY	WP_ONCOSTATIN_M_SIGNALING_PATHWAY		64	0.39596426	1.0085356	0.483	0.8690785	1.0	4870	tags=30%, list=26%, signal=40%	
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE		164	0.38176355	1.0084934	0.453	0.86925936	1.0	5891	tags=33%, list=31%, signal=47%	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE		374	0.37347227	1.0084364	0.439	0.8695196	1.0	6382	tags=34%, list=34%, signal=51%	
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE		75	0.39596337	1.0084095	0.478	0.86961854	1.0	8100	tags=52%, list=43%, signal=91%	
REACTOME_NOD1_2_SIGNALING_PATHWAY	REACTOME_NOD1_2_SIGNALING_PATHWAY		35	0.4147757	1.008349	0.492	0.86990076	1.0	7500	tags=49%, list=40%, signal=80%	
GOBP_L_PHENYLALANINE_METABOLIC_PROCESS	GOBP_L_PHENYLALANINE_METABOLIC_PROCESS		10	0.4708824	1.0083187	0.48736843	0.8700071	1.0	8608	tags=80%, list=46%, signal=147%	
GSE29949_DC_BRAIN_VS_MONOCYTE_BONE_MARROW_UP	GSE29949_DC_BRAIN_VS_MONOCYTE_BONE_MARROW_UP		187	0.37632054	1.0083153	0.455	0.8699622	1.0	4871	tags=28%, list=26%, signal=37%	
GOBP_REGULATION_OF_DENDRITE_EXTENSION	GOBP_REGULATION_OF_DENDRITE_EXTENSION		26	0.42454225	1.008296	0.48293173	0.87001383	1.0	6728	tags=50%, list=36%, signal=78%	
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN		258	0.37376595	1.0082922	0.468	0.86997145	1.0	7141	tags=41%, list=38%, signal=65%	
KOHOUTEK_CCNT2_TARGETS	KOHOUTEK_CCNT2_TARGETS		57	0.40271932	1.008275	0.512	0.8700041	1.0	2640	tags=23%, list=14%, signal=26%	
GOBP_CHONDROCYTE_DIFFERENTIATION	GOBP_CHONDROCYTE_DIFFERENTIATION		98	0.38909596	1.0082623	0.468	0.8700133	1.0	7995	tags=48%, list=42%, signal=83%	
MIR519C_3P	MIR519C_3P		392	0.3710909	1.00825	0.439	0.8700184	1.0	8431	tags=49%, list=45%, signal=87%	
GSE20715_0H_VS_48H_OZONE_LUNG_UP	GSE20715_0H_VS_48H_OZONE_LUNG_UP		190	0.37728783	1.008248	0.472	0.86996704	1.0	7792	tags=47%, list=41%, signal=80%	
GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN	GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN		190	0.3781131	1.0082436	0.465	0.86992997	1.0	5362	tags=31%, list=28%, signal=42%	
GSE13306_RA_VS_UNTREATED_TCONV_UP	GSE13306_RA_VS_UNTREATED_TCONV_UP		189	0.37934783	1.0082397	0.469	0.8698896	1.0	6671	tags=38%, list=35%, signal=58%	
GOBP_ESCRT_COMPLEX_DISASSEMBLY	GOBP_ESCRT_COMPLEX_DISASSEMBLY		10	0.48591077	1.0082103	0.49947423	0.8699938	1.0	6844	tags=60%, list=36%, signal=94%	
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	GOBP_ACTIVATION_OF_IMMUNE_RESPONSE		439	0.37094912	1.0081873	0.449	0.87005734	1.0	3990	tags=22%, list=21%, signal=28%	
BIOCARTA_HIF_PATHWAY	BIOCARTA_HIF_PATHWAY		15	0.45817247	1.0081644	0.50764525	0.8701246	1.0	5677	tags=47%, list=30%, signal=67%	
GSE23505_IL6_IL1_VS_IL6_IL1_IL23_TREATED_CD4_TCELL_DN	GSE23505_IL6_IL1_VS_IL6_IL1_IL23_TREATED_CD4_TCELL_DN		192	0.37803686	1.0081565	0.46	0.87010276	1.0	5950	tags=34%, list=32%, signal=50%	
MIR218_5P	MIR218_5P		417	0.3728513	1.0081085	0.45	0.8703143	1.0	5560	tags=34%, list=29%, signal=47%	
MIR609	MIR609		33	0.41417176	1.0080718	0.495	0.870459	1.0	3503	tags=21%, list=19%, signal=26%	
AML1_01	AML1_01		261	0.376464	1.0080525	0.471	0.87051094	1.0	6616	tags=40%, list=35%, signal=61%	
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE		74	0.39332226	1.0080348	0.483	0.8705472	1.0	5888	tags=31%, list=31%, signal=45%	
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_PLASMA_CELL_DAY7_DN	GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_PLASMA_CELL_DAY7_DN		194	0.37801486	1.0080143	0.48	0.8706016	1.0	4306	tags=25%, list=23%, signal=32%	
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_DP_THYMOCYTES_UP	GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_DP_THYMOCYTES_UP		186	0.38176998	1.0080115	0.456	0.8705558	1.0	7538	tags=45%, list=40%, signal=74%	
MIR3144_5P	MIR3144_5P		50	0.4071055	1.0080092	0.482	0.87050533	1.0	5523	tags=34%, list=29%, signal=48%	
WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY	WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY		39	0.40492514	1.0080042	0.467	0.8704745	1.0	7705	tags=44%, list=41%, signal=74%	
GSE17721_POLYIC_VS_CPG_12H_BMDC_UP	GSE17721_POLYIC_VS_CPG_12H_BMDC_UP		188	0.38008586	1.0078595	0.459	0.87124735	1.0	8224	tags=47%, list=44%, signal=82%	
GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN	GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN		151	0.3828566	1.0078579	0.465	0.87119454	1.0	6349	tags=38%, list=34%, signal=57%	
GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP	GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP		193	0.37827173	1.0078247	0.445	0.8713244	1.0	7857	tags=44%, list=42%, signal=74%	
GSE37301_RAG2_KO_VS_RAG2_AND_ETS1_KO_NK_CELL_UP	GSE37301_RAG2_KO_VS_RAG2_AND_ETS1_KO_NK_CELL_UP		190	0.37926298	1.0078197	0.463	0.87128854	1.0	7939	tags=48%, list=42%, signal=83%	
MODULE_514	MODULE_514		10	0.47880358	1.0077457	0.47949526	0.8716477	1.0	117	tags=10%, list=1%, signal=10%	
GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_UP	GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_UP		146	0.38348222	1.0077233	0.474	0.871716	1.0	7413	tags=46%, list=39%, signal=75%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN		184	0.37939402	1.0077168	0.453	0.87168914	1.0	7772	tags=46%, list=41%, signal=77%	
HP_CONGENITAL_CONTRACTURE	HP_CONGENITAL_CONTRACTURE		143	0.38418078	1.0077016	0.463	0.87171257	1.0	5581	tags=34%, list=30%, signal=47%	
GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION	GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION		10	0.47961524	1.0076665	0.50103736	0.87185395	1.0	4005	tags=40%, list=21%, signal=51%	
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN	GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN		195	0.37819257	1.0076597	0.469	0.87183297	1.0	8458	tags=53%, list=45%, signal=96%	
MIR212_5P	MIR212_5P		92	0.39299843	1.0076596	0.474	0.87177134	1.0	7434	tags=49%, list=39%, signal=80%	
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN	GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN		190	0.37859714	1.007641	0.471	0.8718124	1.0	8523	tags=50%, list=45%, signal=90%	
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN	GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN		196	0.3801271	1.0076171	0.457	0.87188023	1.0	8379	tags=49%, list=44%, signal=87%	
GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_DN	GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_DN		193	0.3777498	1.0076096	0.465	0.8718584	1.0	7182	tags=40%, list=38%, signal=65%	
MIR6808_5P	MIR6808_5P		176	0.3799564	1.0075517	0.476	0.8721231	1.0	7157	tags=41%, list=38%, signal=65%	
HP_ABDOMINAL_PAIN	HP_ABDOMINAL_PAIN		246	0.3758166	1.0075355	0.455	0.87215334	1.0	4556	tags=25%, list=24%, signal=33%	
GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN	GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN		169	0.3802212	1.0075331	0.458	0.87210536	1.0	6638	tags=36%, list=35%, signal=55%	
GOBP_NEGATIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	GOBP_NEGATIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING		20	0.43459064	1.0074966	0.5060362	0.87224907	1.0	5463	tags=35%, list=29%, signal=49%	
GOBP_MESODERM_DEVELOPMENT	GOBP_MESODERM_DEVELOPMENT		114	0.38893935	1.0074797	0.472	0.872283	1.0	7484	tags=46%, list=40%, signal=75%	
YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP	YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP		74	0.3955562	1.0074695	0.472	0.87227607	1.0	8379	tags=47%, list=44%, signal=85%	
MIR103A_1_5P	MIR103A_1_5P		143	0.38318318	1.0074526	0.471	0.87230754	1.0	5649	tags=32%, list=30%, signal=46%	
MIR493_5P	MIR493_5P		449	0.37059718	1.0074415	0.437	0.872308	1.0	6995	tags=42%, list=37%, signal=65%	
HP_HEMIHYPERTROPHY	HP_HEMIHYPERTROPHY		11	0.46548012	1.0073793	0.46900827	0.8725957	1.0	1267	tags=18%, list=7%, signal=19%	
VERHAAK_GLIOBLASTOMA_PRONEURAL	VERHAAK_GLIOBLASTOMA_PRONEURAL		171	0.37887564	1.0073639	0.479	0.8726208	1.0	7999	tags=46%, list=42%, signal=79%	
GOBP_HOMOTYPIC_CELL_CELL_ADHESION	GOBP_HOMOTYPIC_CELL_CELL_ADHESION		84	0.38977084	1.0073336	0.483	0.8727279	1.0	6209	tags=38%, list=33%, signal=57%	
MIR4756_5P	MIR4756_5P		136	0.3846973	1.0072863	0.468	0.8729463	1.0	7772	tags=43%, list=41%, signal=73%	
AML1_Q6	AML1_Q6		261	0.376464	1.0072783	0.463	0.8729291	1.0	6616	tags=40%, list=35%, signal=61%	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP		33	0.41304633	1.0072734	0.48	0.87289476	1.0	7742	tags=48%, list=41%, signal=82%	
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN	GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN		191	0.37774044	1.0072708	0.462	0.8728495	1.0	8459	tags=52%, list=45%, signal=94%	
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS		21	0.4277791	1.0072684	0.48496994	0.87280107	1.0	2901	tags=19%, list=15%, signal=22%	
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		18	0.44420165	1.0072488	0.50151056	0.8728532	1.0	1695	tags=17%, list=9%, signal=18%	
MIR3169	MIR3169		61	0.39823607	1.0072454	0.468	0.87280935	1.0	8754	tags=59%, list=46%, signal=110%	
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION		22	0.43574032	1.0072438	0.4853978	0.8727561	1.0	2581	tags=18%, list=14%, signal=21%	
HP_NUCLEAR_CATARACT	HP_NUCLEAR_CATARACT		15	0.45116112	1.0072185	0.49593496	0.8728364	1.0	6336	tags=40%, list=34%, signal=60%	
HP_FRONTOTEMPORAL_DEMENTIA	HP_FRONTOTEMPORAL_DEMENTIA		26	0.4277539	1.0072091	0.4994985	0.8728267	1.0	8300	tags=62%, list=44%, signal=110%	
PID_HNF3B_PATHWAY	PID_HNF3B_PATHWAY		45	0.4065525	1.0071977	0.486	0.8728277	1.0	6150	tags=38%, list=33%, signal=56%	
GSE3982_MAC_VS_BASOPHIL_DN	GSE3982_MAC_VS_BASOPHIL_DN		183	0.37844297	1.0071943	0.463	0.8727859	1.0	6805	tags=40%, list=36%, signal=62%	
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX		73	0.39530998	1.0071899	0.491	0.87274796	1.0	7319	tags=45%, list=39%, signal=74%	
MIR555	MIR555		42	0.40716028	1.0071708	0.486	0.8727944	1.0	6584	tags=45%, list=35%, signal=69%	
HP_CORONARY_ARTERY_ATHEROSCLEROSIS	HP_CORONARY_ARTERY_ATHEROSCLEROSIS		44	0.40986207	1.007166	0.485	0.8727578	1.0	6949	tags=50%, list=37%, signal=79%	
MIR4803	MIR4803		440	0.3710264	1.0071597	0.465	0.8727283	1.0	5807	tags=35%, list=31%, signal=49%	
GSE34156_UNTREATED_VS_24H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP	GSE34156_UNTREATED_VS_24H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP		173	0.37973046	1.0071557	0.475	0.87268966	1.0	6514	tags=38%, list=35%, signal=58%	
MIR1321	MIR1321		137	0.38268209	1.0071411	0.465	0.87271035	1.0	7772	tags=43%, list=41%, signal=73%	
GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_DN	GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_DN		197	0.37943342	1.0071284	0.464	0.8727188	1.0	5676	tags=32%, list=30%, signal=46%	
GOMF_PHOSPHATIDIC_ACID_BINDING	GOMF_PHOSPHATIDIC_ACID_BINDING		21	0.43705747	1.0071054	0.47690764	0.8727885	1.0	6973	tags=48%, list=37%, signal=75%	
ROZANOV_MMP14_TARGETS_DN	ROZANOV_MMP14_TARGETS_DN		34	0.41270295	1.0070975	0.4894895	0.87276936	1.0	5590	tags=47%, list=30%, signal=67%	
HP_BREAST_APLASIA	HP_BREAST_APLASIA		16	0.44626763	1.0070885	0.49291497	0.87275845	1.0	8826	tags=69%, list=47%, signal=129%	
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_UP	GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_UP		192	0.37793338	1.0070814	0.48	0.8727372	1.0	6523	tags=36%, list=35%, signal=54%	
MIR144_5P	MIR144_5P		52	0.39865607	1.0070395	0.487	0.8729159	1.0	6208	tags=37%, list=33%, signal=54%	
MIR1305	MIR1305		492	0.37021777	1.0070246	0.455	0.8729346	1.0	7502	tags=43%, list=40%, signal=70%	
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	REACTOME_PLATELET_CALCIUM_HOMEOSTASIS		28	0.42168033	1.0070047	0.4804805	0.8729843	1.0	6333	tags=36%, list=34%, signal=54%	
GOMF_EFFLUX_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_EFFLUX_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		14	0.45729125	1.0069759	0.48163265	0.87308204	1.0	9533	tags=71%, list=51%, signal=144%	
MODULE_123	MODULE_123		247	0.37517276	1.00695	0.468	0.87317044	1.0	6686	tags=38%, list=35%, signal=58%	
WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT		25	0.42675984	1.006948	0.484	0.87312084	1.0	7092	tags=56%, list=38%, signal=90%	
GOBP_PEPTIDE_SECRETION	GOBP_PEPTIDE_SECRETION		385	0.37250403	1.0069427	0.443	0.8730864	1.0	6552	tags=37%, list=35%, signal=56%	
GOBP_ONE_CARBON_METABOLIC_PROCESS	GOBP_ONE_CARBON_METABOLIC_PROCESS		39	0.40927202	1.0069209	0.481	0.8731495	1.0	5840	tags=36%, list=31%, signal=52%	
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP		166	0.3793196	1.0068989	0.475	0.8732105	1.0	4174	tags=27%, list=22%, signal=35%	
HP_INTELLECTUAL_DISABILITY_MODERATE	HP_INTELLECTUAL_DISABILITY_MODERATE		220	0.37747952	1.0068736	0.471	0.87329304	1.0	7479	tags=44%, list=40%, signal=71%	
HP_ABNORMALITY_OF_THE_NAIL	HP_ABNORMALITY_OF_THE_NAIL		411	0.3715189	1.0068408	0.465	0.87342185	1.0	5889	tags=33%, list=31%, signal=47%	
MIR490_3P	MIR490_3P		44	0.40917903	1.0068266	0.497	0.8734372	1.0	3650	tags=25%, list=19%, signal=31%	
MIR5699_3P	MIR5699_3P		68	0.39437887	1.0068196	0.478	0.87341946	1.0	7250	tags=44%, list=38%, signal=71%	
GSE3982_MAC_VS_NKCELL_DN	GSE3982_MAC_VS_NKCELL_DN		186	0.38098148	1.0068094	0.461	0.8734188	1.0	7293	tags=46%, list=39%, signal=74%	
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_ANION_TRANSPORT		471	0.36975813	1.006805	0.439	0.8733811	1.0	6218	tags=34%, list=33%, signal=49%	
GSE339_CD4POS_VS_CD8POS_DC_UP	GSE339_CD4POS_VS_CD8POS_DC_UP		198	0.3786987	1.0067688	0.47	0.8735159	1.0	6685	tags=37%, list=35%, signal=56%	
BIOCARTA_MHC_PATHWAY	BIOCARTA_MHC_PATHWAY		13	0.4577622	1.0067602	0.48623854	0.8735077	1.0	5292	tags=38%, list=28%, signal=53%	
