Gene Symbol	CRISPR score 
IFNK	0.13
ZCCHC7	-1.18
FBXO10	-0.90
SPATA31A3	-1.26
SIGMAR1	0.36
CBWD5	-1.29
CEP78	-0.03
NTRK2	0.21
IDNK	0.07
SHC3	-0.20
AUH	-0.77
HIATL1	-0.22
C9orf3	-0.56
LPPR1	-0.24
ZNF462	-1.56
INIP	-0.34
UGCG	-0.65
ACTL7B	-0.48
SNX30	0.23
STOM	-0.13
GSN	-0.71
MRRF	-0.46
NR6A1	1.05
CRB2	-0.68
ALAD	-0.25
ASTN2	-0.29
WDR31	-0.01
POLE3	-1.92
SURF4	-0.33
GBGT1	-0.64
SURF1	-0.52
SURF2	-0.75
SURF6	-1.55
MED22	-1.37
REXO4	-0.37
RPL7A	-2.63
GTF3C5	-1.70
ASB6	-0.60
PTGES2	-0.71
NTMT1	-0.20
CIZ1	-1.19
SLC25A25	-0.89
SH3GLB2	0.03
FAM73B	-0.12
PTGES	0.19
LCN2	-0.19
LRSAM1	-0.87
GPR107	-0.35
C9orf142	-0.68
IDI2	-0.31
INPP5E	-0.41
LCN9	0.14
SEC16A	-1.72
DPH7	-0.46
NOTCH1	-0.54
CACNA1B	-0.38
NACC2	-0.35
PROSER2	-0.66
USP6NL	0.10
COMMD3	-1.73
MSRB2	-0.19
PDSS1	-0.68
FAM171A1	0.04
FAM188A	-0.69
SLC39A12	-0.85
TMEM236	-0.01
RSU1	-0.65
ST8SIA6	-0.58
PARD3	-0.97
ANKRD30A	0.18
ZEB1	-0.14
FAM13C	-0.25
NRBF2	-1.07
A1CF	0.08
CDHR1	-0.21
LRIT1	-0.63
RGR	-0.65
POLR3A	-2.31
HERC4	-0.35
C10orf11	-0.55
CAMK2G	-0.47
ADIRF	0.11
GLUD1	-0.14
ANKRD1	-0.01
HTR7	-0.19
RPP30	-2.27
FRA10AC1	-0.19
ADD3	-0.17
HABP2	0.11
VAX1	-0.36
DNAJB12	-0.59
EIF4EBP2	-0.13
NPFFR1	0.17
PLEKHS1	-0.33
TCF7L2	0.21
MKI67	-0.54
CYP17A1	-0.24
INA	-0.35
FUOM	-0.41
LRRC27	-0.16
MTG1	-1.87
NKX6-2	-0.01
PAOX	-1.64
GSTO1	-0.13
TAF5	-1.44
PPRC1	-1.61
ITPRIP	-0.99
CNNM2	-0.22
PDCD11	-2.03
ADAM12	-0.77
RGS10	-0.10
BTBD10	-0.30
ADM	0.10
GAS2	0.48
SLC5A12	0.19
LIN7C	-0.28
LRRC4C	0.02
IMMP1L	0.41
SAA4	0.10
PGAP2	-0.51
TUT1	-1.89
SCGB1A1	-0.24
SYT8	-1.43
ZNF214	-1.13
ZNF215	0.24
HSD17B12	-0.87
APIP	-0.14
PAMR1	-0.71
DGKZ	-0.58
EIF3M	-1.92
TNKS1BP1	-0.82
GLYAT	-0.21
SERPING1	-0.61
SSRP1	-0.85
SLC43A1	-0.68
PTPRJ	-0.42
C11orf49	-0.38
ARFGAP2	-0.71
CELF1	-1.06
C11orf73	-0.31
CCDC81	-0.31
SESN3	0.31
ENDOD1	-0.25
CCDC82	-0.27
KLHL35	-0.86
TENM4	-0.10
SERPINH1	-0.14
CAPN5	-0.39
INTS4	-1.22
PAK1	-0.56
RPS3	-2.14
ZC3H12C	0.15
TTC12	-0.62
DRD2	-0.57
C11orf52	-0.93
HTR3B	-0.33
NPAT	-2.06
ATM	-0.84
AASDHPPT	-1.00
GLB1L2	-0.24
SLX4IP	-0.67
LAMTOR1	-1.60
P4HA3	-0.24
GRIK4	-0.81
ST14	-0.34
HYOU1	-2.01
GGTLC1	0.03
C20orf78	-0.21
ADAM33	-1.06
SLC22A8	-0.84
CSRP2BP	-1.59
DAK	-0.33
MTA2	-0.82
TMEM138	1.18
FADS1	-0.67
TMC2	-0.59
ROM1	-0.74
EML3	-0.82
INCENP	-1.98
ZP1	-1.40
MS4A3	0.67
CPSF7	-1.06
MS4A2	-0.34
B3GAT3	-0.99
CCDC15	-0.09
CHEK1	-1.71
FEZ1	-0.38
ESAM	-0.19
KIRREL3	-0.51
MPZL2	-0.89
SCN2B	0.40
SIDT2	-0.49
TMEM25	-0.45
TAGLN	0.08
JPH2	-0.80
DUSP15	-0.04
COMMD7	-0.37
C20orf144	-0.24
KIAA1755	-1.03
SPATA25	0.19
OCSTAMP	-0.02
DSN1	-1.37
SOGA1	-1.21
CNBD2	-0.78
SPINT4	0.83
CDH22	0.65
LSM14B	-0.52
YTHDF1	-1.15
CABLES2	-0.48
ORAOV1	-2.15
GPHA2	0.13
SLC22A9	0.32
TRPT1	-0.46
NUDT22	-0.49
FERMT3	-1.30
PLCB3	0.01
MRPL49	-0.67
CDC42EP2	-0.45
FAU	-1.59
TM7SF2	-0.64
VPS51	-1.91
TBX6	-0.49
PPP4C	-2.33
ALDOA	-1.46
FAM57B	-0.55
DOC2A	-0.42
HIRIP3	-0.71
TAOK2	-0.91
TMEM219	0.03
HMGA2	-0.46
MMP3	0.06
CNKSR2	0.25
CNTN5	-0.35
KLRF1	-0.20
CLEC1A	0.00
MKX	-0.16
MPP7	-0.13
ITGB1	-0.24
ANXA8L1	-0.17
FXYD4	0.34
TRIM48	-0.21
PCDH15	-0.27
CTF1	-0.99
FCGR1A	-0.06
ARID5B	-0.64
KLHL1	-0.86
CDH8	-0.75
DCUN1D2	-0.19
TMCO3	-0.46
TMEM218	-0.11
TIRAP	-0.19
N6AMT2	0.26
LATS2	-0.84
SAP18	-1.44
LPHN3	-0.54
KIAA1328	-0.45
FAM124A	-0.64
MIA2	-0.58
CTAGE5	-0.18
HNMT	-0.36
LYPD1	0.14
LYPD6B	-0.10
PDCD4	-0.22
ADRA2A	-0.41
GPM6A	-0.52
WDR17	0.39
SPATA4	0.06
VEGFC	-0.18
CCDC102B	-0.09
CD226	-0.80
CNDP1	0.20
FSIP1	-0.37
DLG2	-0.41
CCDC83	-0.18
RGS18	0.38
PRSS23	-0.45
MTMR12	-1.13
PPP1R1C	0.23
C11orf53	0.48
CCT5	-1.61
FAM173B	0.22
DLAT	-1.21
PIH1D2	-0.25
C11orf57	-1.09
TIMM8B	-0.51
IL18	0.18
TEX12	1.00
PTS	0.19
PIP4K2A	-1.30
C2orf50	-0.94
FREM2	-0.02
FOXO1	0.68
CRIM1	-0.33
SEC24D	-0.45
ABCB9	-0.61
RILPL2	-0.76
DHX37	-2.44
UBC	-1.17
ITPR1	-0.30
TKTL2	0.01
PRSS53	-1.02
SLC7A11	-0.20
CCRN4L	0.08
ENKUR	-0.04
GPR158	-0.67
LYZL2	0.42
CACNA2D4	-0.46
DCP1B	-0.46
CACNA1C	-0.16
KCNA6	-1.10
THRB	-0.26
NGLY1	-0.34
OXSM	-0.49
UEVLD	-0.93
TMEM86A	0.05
C12orf45	-1.10
C12orf23	-0.16
BTBD11	-0.45
UBE3B	-1.31
ANK3	-0.81
IPMK	0.08
RAD9B	-0.12
PLBD2	-0.30
DLG5	-1.08
MAT1A	-0.59
SLC2A13	-0.10
GXYLT1	-0.71
TWF1	-0.62
DIP2C	-0.71
EIF4E	-1.01
MAGI1	0.10
TEX30	-0.19
CSNK1G3	0.06
SRFBP1	-1.03
AKAP6	-0.58
NPAS3	0.02
FAM177A1	-0.59
MBIP	-0.63
MIPOL1	-0.43
EXT2	-1.60
TMEM18	-0.53
ALLC	-0.56
KCTD14	-0.18
THRSP	-0.70
NDUFC2	-0.99
ME3	0.14
MSGN1	-0.98
ADAMTS12	-0.05
NUBPL	-0.57
NEK7	-0.57
ATP6V1G3	0.51
FER	0.39
VIPAS39	-0.12
ANKRD50	-0.47
UPF2	-2.55
CDC123	-1.32
SCLT1	-0.54
CCDC3	-0.98
C4orf33	0.54
FRMD4A	-0.20
SLC25A31	-0.25
PTPRO	-0.29
EPS8	-0.77
ACAD8	-1.19
THYN1	-0.23
VPS26B	-0.31
NCAPD3	-2.60
VTI1A	-0.76
QDPR	-0.60
FAM160B1	0.06
ANO4	-0.67
TEX9	0.35
QTRTD1	-0.10
DRD3	-0.61
MMAA	-0.22
ZNF827	-1.18
POU4F2	-0.44
EDNRA	-0.43
NR3C2	-0.04
AKR1C2	-0.30
DPYSL4	-0.19
VENTX	0.00
ADAM8	-0.57
ITIH2	-0.29
KIN	-1.67
PIGF	-1.64
ANKAR	0.28
INPP1	-0.07
MFSD6	-0.81
RNF144A	-0.09
ASAP2	-0.82
ADAM17	-0.39
FLI1	0.34
KCNJ1	-0.21
TMEM45B	-0.29
WWC2	-1.06
ACSL1	-0.11
SLC25A4	0.00
AMN1	0.70
BICD1	-0.67
SAV1	0.04
CCDC122	0.05
SERP2	0.19
NBAS	-1.83
ZNF385D	0.40
TDO2	-0.93
GUF1	0.08
GABRA2	-0.23
SACS	-0.94
CCDC175	-1.01
PABPC3	0.26
CENPJ	-1.99
FBXO4	-0.38
C5orf28	-0.26
CCL28	0.47
PARP8	-0.81
GFRA1	0.01
CACUL1	-0.51
DST	-0.96
BEND6	0.26
TIAL1	0.71
BAG3	0.14
GLT1D1	-0.02
TMEM132D	-0.26
RBM46	-0.35
SCHIP1	-0.29
LIX1L	-0.46
MCHR2	0.67
KCNE4	-0.30
AP1S3	-0.67
RABGAP1L	-0.20
CCDC74B	0.02
TMEM56	0.23
MZT2B	-0.23
TUBA3E	-0.02
ASTN1	-0.70
CFC1B	0.40
FAM168B	-0.92
PTPN14	-0.55
MGAT5	0.07
TMEM163	0.01
GPATCH11	0.74
HSPB8	-0.87
GEMIN6	-1.68
TMEM178A	0.55
POU4F1	0.26
RNF219	0.20
CYSLTR2	-0.23
GRID2	-0.14
ARL11	-0.38
RIT2	-0.17
SETBP1	-0.38
ARL14EP	-0.06
EPG5	-0.70
PSTPIP2	0.39
ATP5A1	-2.18
HAUS1	-2.08
C18orf25	-1.01
SPC25	-2.15
G6PC2	-0.22
PDK1	-0.03
PTH	-0.39
PDE3B	-0.10
TCF7L1	0.81
TGOLN2	-0.67
SH2D6	-1.30
KCNK13	0.01
UHMK1	0.12
ATG10	0.16
POC5	-0.38
SPOCK1	-0.47
FAM151B	-0.26
TADA1	-1.87
GUCY1A2	-0.33
CWF19L2	-1.78
JMY	-0.88
HOMER1	0.33
XRCC4	-0.84
BOLL	-0.17
ZNF547	0.17
ZNF773	0.40
ZNF776	-0.46
ZNF256	-0.03
SUV39H2	0.18
DCLRE1C	-0.44
OLAH	0.55
RPP38	-1.67
NMT2	-0.46
ZSCAN1	0.27
ZNF837	-0.65
USP12	-1.00
CCDC50	-0.32
CAMK4	-0.32
TRIM36	-0.34
ZFP36L2	-1.38
PAN3	-0.66
PLEKHH2	-0.14
PFKM	-0.82
TMEM123	0.03
GRIA4	0.52
IGSF10	-0.85
SPEF2	0.10
SPARCL1	-0.54
DSPP	-0.40
DMP1	-0.61
MEPE	-0.52
MBNL1	0.08
CAPSL	-0.25
NADK2	-0.94
GPD1L	0.10
GJA1	-0.82
CCNO	0.07
DDX4	-0.17
CLEC4F	-0.61
SLC30A6	-0.05
PELO	-1.69
RASGRP3	0.00
SAR1B	0.06
CATSPER3	-0.48
FAM21B	-0.52
GPR180	-0.34
TCTEX1D1	0.41
WDR78	-0.44
ANKRD22	-0.23
FARP1	-0.64
IFIT5	-0.03
SLC16A12	-0.98
PANK1	-0.56
PRDM8	0.60
BMP3	0.20
HNRNPDL	-0.62
HHEX	-0.81
UTRN	-0.01
GRM1	-0.34
PTPRK	-0.20
GGPS1	-1.45
CNTNAP4	0.00
ZNF117	-0.38
RAB3C	0.73
IFLTD1	-0.01
MARVELD2	-0.96
RAD17	-1.41
MED21	-0.86
PLOD2	-0.69
STK32B	-0.65
NRSN1	0.80
JAKMIP1	-0.10
ZIC1	0.10
GPR125	-0.04
CPB1	-0.35
SREK1IP1	0.45
LGI2	-0.28
CWC27	-0.69
MR1	-0.19
SRP19	-1.67
CENPH	-1.36
CDYL	-0.31
CARHSP1	-0.20
TEKT5	-0.06
BANK1	-0.39
TXNDC11	-0.79
DAB2	0.05
ACMSD	-0.15
ACOXL	-0.43
BCL2L11	-0.09
ANAPC1	-1.31
CAST	-0.51
SCOC	-0.19
CLGN	0.22
CETN3	0.00
SMARCA5	-0.47
SYCP2L	-0.54
BMP6	-0.47
RGPD3	-0.37
RASSF3	-1.40
HNRNPU	-2.37
RANBP2	-1.57
AHCTF1	-1.16
MERTK	0.09
TMEM87B	-0.86
PTPRR	-0.05
NR4A2	-0.80
CCDC148	-0.01
PLA2R1	-0.30
RBMS1	0.19
SCN3A	-0.61
FEZF2	-0.56
CD96	-0.42
SLC25A27	-0.51
GPR110	0.27
GPR115	-0.18
FRMD1	-0.66
FAM49B	0.00
ASAP1	0.13
TRAPPC8	-1.08
FAM81B	-0.17
INO80C	-0.96
LPCAT1	-0.47
PLEKHG4B	-0.04
NMRAL1	-0.58
UBALD1	-1.47
C16orf89	-0.30
TMEM251	-0.54
ING1	-0.82
TEX29	0.15
SPACA7	-0.57
ADPRHL1	-0.06
CMTM7	-0.15
FBXL2	-0.84
UBP1	-0.43
RMND5A	-0.28
CD8A	-0.47
RPIA	-0.28
TUBGCP5	-2.07
PTPRD	-0.78
LURAP1L	-0.66
CNKSR3	-0.01
GTF2E1	-1.46
CFDP1	-1.88
TGIF2LX	0.11
ZDHHC7	0.18
FAM92B	-0.82
C7orf31	-0.40
TMPRSS11D	0.16
JAZF1	0.01
CMIP	-0.42
SPHKAP	-0.47
KCNJ16	-0.05
PID1	0.06
TRIP12	-0.75
FBXO36	-0.14
CEBPG	-0.53
KCTD15	-0.05
ZNF599	-0.08
MCOLN2	-0.02
LGI4	-0.52
DDAH1	-0.10
SREK1	-1.14
CHD1	-0.94
ANKFN1	-0.92
DGKE	-0.74
HS2ST1	-0.95
MSI2	-0.10
CACNA2D1	-0.45
ZUFSP	0.20
HS3ST3A1	-0.85
GDPD1	-0.13
NUS1	-1.24
SEMA3D	0.07
PPP2R5E	0.22
ASB17	0.29
GRAP	-0.29
SLC5A10	-0.16
AK5	-0.57
CABYR	-0.62
IMPACT	0.19
ANKRD29	-0.33
C6orf57	-0.54
CHST9	-0.42
THY1	-0.32
DNAAF1	-0.25
C16orf74	0.04
TBCEL	0.20
JPH3	-0.61
ANKH	0.19
FAM105B	0.56
UBASH3B	-0.21
ROBO4	-0.60
ROBO3	-0.40
PANX3	-0.69
TBRG1	-0.40
NRGN	0.38
FAM134B	-0.60
CDH12	0.14
GPR15	-0.46
TOMM70A	-1.62
ABI3BP	-0.03
ANGPT1	-0.92
PITPNC1	-0.20
CC2D1B	-0.85
CERS3	-0.26
PRKCA	-0.52
LRRK1	0.11
CEP112	-0.23
GAL3ST2	-0.57
ABCA9	0.08
ABCA6	-0.13
ABCA10	-0.36
ABCA5	-0.55
ENPP3	-0.45
C4orf19	-0.13
UCHL1	-0.61
MIA3	-0.61
DISP1	-0.16
TNIK	0.33
FAM167A	-0.37
NEIL2	-0.26
PGM5	-0.96
WNT3A	0.13
OBSCN	-0.27
LONRF1	-0.01
TRIM11	-0.64
ENAH	-0.97
PPP1R3A	-0.24
CCSAP	-0.21
ASZ1	0.19
SH3RF1	-0.87
GBP5	-0.24
BUB3	-2.80
GPR26	0.06
CCDC173	0.42
MMP21	-0.47
C10orf90	-0.24
FAM69A	-0.52
ATP5G3	-0.65
CNTNAP3B	0.36
MAGED4	-1.56
SRSF12	-0.54
PDLIM3	0.49
SORBS2	-0.13
TCEB1	-1.61
LY96	0.86
PSMA8	-0.27
TMSB4Y	1.36
CXADR	-0.83
BTG3	-0.13
C21orf91	-0.09
CHODL	-0.19
TMPRSS15	-0.09
NCAM2	-0.11
L3MBTL4	-0.12
PDE1C	-0.60
RABGEF1	-0.54
MRPL39	-2.04
JAM2	-0.12
ATP5J	-1.43
GABPA	-1.49
ADAMTS1	-0.60
ADAMTS5	-0.03
TSEN2	-1.79
SLFN13	-0.55
WNT7A	-0.38
XPC	-0.51
C17orf50	-0.93
CCDC174	-1.98
FGD5	-1.17
FLCN	0.41
DPH3	-1.71
OXNAD1	-0.33
PLCL2	-0.38
CXXC1	-1.77
SKA1	-1.45
PPP4R1	-0.84
APCDD1	-0.42
MPPE1	-0.24
USP43	-0.55
RAB6B	0.59
EME1	-0.73
EPHB1	-0.22
ACSS1	-1.10
ANKRD40	-0.18
ZNF18	-0.64
CA10	0.45
VOPP1	-0.51
SEPT14	-0.06
APOOL	0.12
DKK2	-0.08
CYP2U1	-0.39
RSPH10B	-0.14
FBXL18	-0.10
CNTNAP5	0.17
PROM2	-0.31
AK9	-0.27
ODF1	0.10
KLF10	-0.12
PTPRN2	0.09
AZIN1	-0.49
ATP6V1C1	-1.27
TMEM55A	0.31
OTUD6B	-0.21
CDK19	-0.07
GTF3C6	-0.76
MARCKS	-1.18
TTC39B	-0.70
AGPAT5	-1.45
MMS19	-1.49
PI4K2A	0.09
ZFYVE27	-0.33
GOLGA7B	0.08
GPR78	-0.30
TRMT44	-0.14
SLC25A28	-0.94
HSPA13	-0.95
SAMSN1	-0.05
USP25	-0.32
GRAMD3	-0.23
ZCCHC10	-1.05
C16orf87	0.34
MOV10	-0.26
RHOC	-0.65
PPM1J	-0.66
DBI	0.22
SLC16A1	-0.34
HEATR3	-1.48
TRIM74	-0.83
OXA1L	-1.03
SLC7A7	-1.00
MAGEC1	-0.34
LARP1	-2.05
CNOT8	0.03
GRIA1	0.13
LRGUK	-0.44
SETD9	0.24
MIER3	-0.42
NUP205	-1.90
ZKSCAN2	-0.67
C9orf85	0.39
PIK3AP1	0.02
RBM45	-0.09
C10orf12	-0.70
TTN	0.38
VSIG4	0.17
PDIA4	-1.30
KDM8	-1.62
PDZD9	0.35
OTOA	-0.37
KCTD18	-0.02
FAM126B	-0.03
ALS2CR12	-0.58
ALS2CR11	-0.33
TMEM237	0.14
FZD7	0.16
SPAG17	-0.38
DEPTOR	-0.39
FMN2	-0.42
RNF20	-1.26
CYLC2	0.43
PPARGC1B	-1.32
ELMO1	-0.06
SLC26A2	-0.26
LSM11	-1.30
MED7	-1.81
FAM154A	-0.30
RRAGA	-2.02
SLC24A2	-0.44
TRIM42	-0.33
ACPL2	-0.65
ADCY8	-0.13
RASA2	0.85
RMND1	-1.20
RAET1L	-0.27
SLA	-0.24
TMBIM4	-0.12
VBP1	-1.28
RAB39B	-0.09
CLIC2	0.19
AFF2	-0.54
MICU3	-0.54
GRIP1	-0.27
VPS37A	-1.65
KIF5A	-1.09
TMEM185A	-0.26
NAT2	-0.06
MAGEA8	-0.71
PSD3	-0.42
C9orf41	-1.95
MCU	-0.38
ELMSAN1	-1.31
TTC18	-1.04
GNA14	-0.74
FAM161B	-0.13
GNAQ	0.02
WIF1	-0.56
UGT2B4	0.01
GPR61	-1.14
MMP16	-0.64
ADK	-0.03
KCNMA1	-0.55
BATF	-0.13
DCK	-0.58
ADAMTS3	0.05
ALX3	-0.14
DPY19L4	-0.05
NDUFAF6	-0.75
DRAM2	0.81
C8orf37	-0.37
PPEF2	-0.46
C15orf26	-0.35
ADAMTSL3	-1.12
ART3	-0.31
SLC28A1	-1.10
WHAMM	-0.44
CXCL13	0.34
N6AMT1	-2.08
RWDD2B	-0.22
USP16	-1.08
CCT8	-1.62
MAP3K7CL	0.04
NAA11	0.17
BACH1	-0.08
CLDN17	-0.18
CLDN8	-0.05
TSPAN7	-0.97
TIAM1	-0.94
SCAF4	-0.85
RPGR	-0.93
CDK20	-0.48
PCGF6	-0.81
ANKRD9	-0.44
SFR1	-1.39
SORCS3	-1.39
SFXN2	-0.57
C14orf2	-0.24
FUT6	-0.23
TDRD9	-0.16
FGF18	-0.15
PCDH1	-0.53
SH3RF2	-0.26
GDF6	-0.18
UQCRB	-0.39
MTERFD1	-1.40
PTDSS1	-0.16
PPP2R2B	-0.39
RPL30	-1.38
KCNS2	-0.49
FAM122C	-0.30
SUPV3L1	-1.16
FAM122B	-0.65
EEF1A1	-1.46
FBXO43	0.02
HKDC1	-0.04
HK1	-0.53
TYSND1	-0.35
PHF6	-0.96
CD109	-0.26
LRFN2	-0.23
NODAL	-0.46
PRG3	-0.17
UBE2L6	0.10
ZDHHC5	-0.39
MED19	-0.92
ZFAND3	-1.12
NPTN	-0.63
KAT6B	-0.66
SAMD8	-0.28
RAB11FIP1	-0.59
UNC5D	-0.77
GLYATL2	-0.13
UTP14A	-1.95
AIFM1	-1.10
MAPK13	-0.80
BAG4	-0.39
MS4A1	-0.46
TBC1D31	-0.42
WDYHV1	-0.03
ATAD2	-0.66
FBXO32	-0.27
NSMCE2	-2.03
ZNF689	0.54
PRR14	-0.92
FRRS1	-0.87
PHKG2	-0.07
HIAT1	-0.63
SASS6	-1.09
COX6A2	0.01
ITGAD	-0.37
GPR112	-0.12
ZIC3	-0.16
MALSU1	-1.15
VPS8	-1.50
GALK2	-0.17
LHFPL4	-0.36
B3GNT7	-0.57
MPV17L	0.08
BUB1B	-1.29
PDE6D	-0.02
EIF4A2	-0.57
BRPF1	-2.05
RPUSD3	-1.07
SST	-0.93
TATDN2	-0.06
GHRL	-0.96
SEC13	-1.64
EXOG	0.17
NTAN1	-0.43
SHCBP1L	-1.06
NMNAT2	-0.64
ZFYVE9	-1.39
ATP2B2	0.06
LYZL4	-0.59
SLC6A1	-0.09
SMG1	-1.85
FCHO2	-0.71
RBPMS	-0.75
TMEM171	-0.29
KLHL40	-0.38
C8A	-0.32
TIMP4	-0.04
NRG1	0.20
C1orf27	-1.58
CPT2	-0.25
NECAP2	0.10
LRP8	-0.32
CDCP2	-0.19
PAXIP1	-0.88
STEAP2	0.19
SSBP3	-1.33
HTR5A	-0.35
CLDN12	-0.46
MMP14	-0.38
FZD1	-0.65
GATAD1	0.23
SUSD3	-0.35
TMED6	0.11
CLEC18A	-0.33
DHRS4	-0.02
C1orf158	-1.45
CLEC18C	-0.90
ARMC12	-0.72
DDX19B	-0.42
ST3GAL2	-0.31
FUK	-0.83
PRAMEF15	-0.17
IL34	0.00
DHRS1	-0.24
CACNA1D	-0.83
ARSE	-0.49
KIT	-0.10
HYDIN	-0.85
AASDH	-0.88
ZNF19	0.16
CACNA2D3	-0.59
RNF111	-0.07
CCNB2	-0.76
FAM81A	-0.17
MYO1E	-0.03
APPL1	0.07
MUM1L1	0.16
AFAP1L1	-1.03
TSC22D3	-0.40
DSCR3	-0.29
DYRK1A	-0.83
KCNJ6	-0.60
KCNJ15	-0.53
ERG	-0.14
ETS2	0.18
TSPAN18	-0.07
LCA5L	-0.31
SLC35B2	-2.19
TMEM164	-0.34
MX1	-0.02
CREB3L1	-0.77
C2CD2	-0.82
TAB3	0.19
SLC38A10	-0.46
C9orf43	0.02
ZNF618	-0.02
DGKI	-0.21
C9orf91	-0.51
SVOPL	-0.52
SNX22	-0.21
UBN2	-1.08
BRAF	-0.76
SLC34A2	-0.23
ACAN	-0.50
PSMG3	-1.92
CABP1	-0.57
WDR19	-0.61
SLC37A3	0.02
AP3S2	-1.16
FMNL2	-1.45
RPS4Y2	0.54
GAREML	-0.12
SPPL3	-0.67
DPYSL5	-0.14
DRC1	-0.66
RAB28	0.66
FAM213B	-0.88
TNFRSF14	-0.56
PANK4	-0.22
CIB4	-0.55
MEGF11	0.04
C12orf43	-1.16
PEX10	-1.01
RER1	-0.83
RADIL	-0.83
SKI	-0.46
SSX2B	-0.69
WIPI2	-0.54
LDLRAP1	-0.46
AGAP1	0.24
KRTCAP3	-0.64
PAFAH2	-0.14
EXTL1	-1.11
SLC30A2	-0.17
BRE	-0.50
TRIM63	-0.83
WDR66	-0.34
MRPL17	-1.89
DUSP2	0.15
GRHL3	-0.23
UBXN11	-0.07
NLRP14	0.53
PTPDC1	0.10
GALNT14	0.08
NCK1	0.26
HPD	-1.14
RHPN1	-0.71
TPRG1L	-0.69
LRRC43	-0.55
AAED1	-1.11
XDH	-0.48
XKR8	-0.14
CNNM4	-0.66
EYA3	-0.87
DZIP1L	-0.48
TMSB15A	0.48
FANCC	-2.06
MRAS	0.02
WASF2	-0.51
ABHD3	-0.61
ESYT3	-0.11
FAIM	-0.02
FAM46B	0.23
CLSTN2	-0.61
COLEC12	-0.74
RNF207	-0.81
CUL4B	-0.69
GPR153	-0.65
SLC13A3	-0.87
GPRASP2	-0.23
RHBDL2	-1.10
AUTS2	-0.67
SHROOM4	-0.30
HIST1H2BD	-1.39
CDC25C	-0.54
HIST1H4H	-0.09
MITD1	-0.06
EIF5B	-2.16
RIBC1	-0.78
TMSB15B	0.24
C2orf62	-0.46
CNOT11	-0.14
KCNB1	-0.25
TSPAN33	-0.72
NRG2	-1.13
AHCYL2	0.00
B4GALT5	-0.44
CD1D	0.23
CD1A	-0.38
SPATA2	0.43
CD1C	-0.34
FAM86C1	-0.58
CD1B	0.74
DNAH3	-0.71
CD1E	0.18
CPA2	-0.80
NCF1	-0.76
CPA5	-0.03
TSR2	-2.80
PPP1R9A	-0.70
ZC3H18	-1.65
ZFAND2B	-0.68
POM121L2	-0.87
GDPD5	-0.73
DYNC1I1	-1.17
PFKFB1	-0.09
ALAS2	-0.41
TMED4	-0.70
PPP1R15B	-1.25
C11orf30	-1.30
PAGE5	-0.13
AGPAT6	-0.93
PKD1L1	-0.38
TAGLN2	-0.70
ELK4	-0.19
SLAMF8	-1.28
SLC45A3	-1.27
DUSP23	-0.80
RNF166	-0.41
NBL1	-0.64
HTR6	-0.41
ITLN2	-0.48
F11R	-0.45
USF1	-0.01
PLA2G2F	-0.02
SPATA2L	0.20
NIT1	0.03
DEDD	0.00
ZNF276	-1.08
NPM2	-0.62
EDA	-0.50
FGF17	-0.17
CDA	-0.18
PINK1	-1.22
B4GALT3	-0.51
DMTN	-0.31
ADAMTS4	-0.19
FAM160B2	-0.74
NDUFS2	-0.62
SLC5A11	-0.80
FCER1G	-0.13
APOA2	0.29
TOMM40L	-0.28
MPZ	-0.14
WFDC8	-0.48
CCAR2	-0.57
WNT9B	-0.60
CACHD1	-0.45
CDC42SE2	0.03
RAPGEF6	-0.62
EPB41	-0.38
MIS18A	-1.29
ALG8	-1.82
FBXW5	-0.05
C21orf59	-2.31
SYNJ1	-0.28
PAXBP1	-1.05
IFNAR2	-0.60
MRPL10	-1.97
DMRTC1	-0.94
IFNGR2	-1.34
GART	-0.42
SON	-1.40
DONSON	-2.25
SV2A	-0.35
LAD1	-1.15
STC1	-0.46
TNNI1	-0.87
CSRP1	-0.40
PRAC1	-0.01
HOXB13	-0.66
C1QC	0.15
KCNE2	0.06
ATP5G1	-0.47
RCAN1	0.03
UBE2Z	-1.23
C1orf51	-0.58
SNF8	-2.18
CLIC6	-0.67
CCDC24	-0.60
RUNX1	-0.27
IGF2BP1	-1.35
GIP	-0.85
CBR1	-0.18
CBR3	0.10
GJD2	-0.05
ACTC1	-0.96
MORC3	0.30
CHAF1B	-0.93
CLDN14	-0.66
SIM2	-0.63
HLCS	-0.55
GOLGA6A	-1.44
SCUBE1	-0.89
ARHGAP27	-0.79
ADPGK	-0.05
PTMS	-0.77
PLA2G4D	-0.77
PADI4	-1.08
ADIPOR1	-1.63
CYB5R1	-0.92
PSMD4	-2.13
ATP13A2	0.00
M1AP	-0.60
PSMB4	-2.19
IRX6	-1.56
BTG2	-0.18
CES5A	-0.31
HK2	-0.80
CELF3	-0.66
ALDH4A1	-0.21
STARD9	-0.75
THEM4	-0.51
TCHH	-0.85
LCE2B	0.34
UBR1	-0.51
AMFR	-0.56
MED8	-0.24
TGM7	-0.76
RGL4	-0.78
SPRR2G	-0.06
PGLYRP3	0.55
ISL2	-0.29
RSPRY1	-0.27
CCDC17	-0.16
GPBP1L1	-0.91
NAE1	-1.32
TMEM69	0.16
GPR114	-0.96
CCDC135	-0.61
ACE	-0.52
TEPP	-0.15
UROC1	-0.91
EFCAB14	-0.55
SPON2	-0.96
CHCHD6	-0.55
CTBP1	-1.12
LRRC36	-1.02
