Gene,Annot,IPSC_1_inh,IPSC_2_inh,K562_1_inh,K562_2_inh,IPSC_AV_inh,K562_Av_inh,IPSC_Av_Cut,K562_Av_cut,iPSC_1_cut,iPSC_2_cut,chr,strand.y,Count,tss_id,tss_start,start,TSS_distance,Unique,chr_type,distance,bidirectional,distance_to_neighbour_TSS,max_off_target,crispr_off_target
ALDOC,Other,0.141016047666667,0.234064605333333,0.0788977593333333,-0.165594487333333,0.1875403265,-0.0433483639999999,-0.4041091,-0.34820375,-0.2340266,-0.5741916,17,-,1,hg_165038.1,28576894,28576843.3333333,50.6666666666667,Unique,Autosomal,close,NA,5389,1,specific
SPAG5,Other,-1.297327,-1.547444,-2.355775,-3.015159,-1.4223855,-2.685467,-0.02742942,-0.8014568,-0.02254216,-0.03231668,17,-,1,hg_165042.1,28599014,28598940.3333333,73.6666666666667,Unique,Autosomal,close,NA,15170,1,specific
SGK494,Other,0.25418230000000003,0.2017188,0.2849473,0.5182341,0.22795055,0.4015907,-0.2052958,-0.00727787,-0.2018671,-0.2087245,17,-,1,hg_165045.1,28614184,28614133,51,Unique,Autosomal,close,NA,15170,1,specific
KIAA0100,Other,-2.19236,-2.232115,-0.4731902,-0.7367449,-2.2122375,-0.60496755,-0.228895375,-0.67023675,-0.06067055,-0.3971202,17,-,1,hg_165050.1,28645155,28645114,41,Unique,Autosomal,close,NA,16750,1,specific
SDF2,Other,-5.10954,-4.878399,0.1444291,-0.04461059,-4.9939695,0.049909255,-0.2505007,0.1507178,-0.6083818,0.1073804,17,-,1,hg_165052.1,28661905,28661854.3333333,50.6666666666667,Unique,Autosomal,close,<1000,299,1,specific
SUPT6H,CEG,-5.191279,-5.178924,-3.352668,-3.225031,-5.1851015,-3.2888495,-1.07257355,-0.72345075,-1.31903,-0.8261171,17,+,1,hg_160052.1,28662204,28662256.3333333,52.3333333333333,Unique,Autosomal,close,<1000,299,1,specific
PROCA1,Other,0.3232491,0.3063181,0.2837349,0.1362204,0.3147836,0.20997765,-0.3045875,-0.39630155,-0.3507823,-0.2583927,17,-,1,hg_165056.1,28711298,28711234,64,Unique,Autosomal,close,NA,6868,1,specific
RAB34,Other,0.2387104,0.1583043,0.322284,0.05627351,0.19850735,0.189278755,-0.40850645,-0.131990625,-0.4759419,-0.341071,17,-,1,hg_165066.1,28718166,28718112.3333333,53.6666666666667,Unique,Autosomal,close,NA,1818,1,specific
RPL23A,Other,-5.637043,-5.8075,-3.886109,-3.419072,-5.7222715,-3.6525905,-1.589617,-1.24734655,-1.726206,-1.453028,17,+,1,hg_160058.1,28719984,28720028.3333333,44.3333333333333,Unique,Autosomal,close,NA,1818,6,non-specific
NEK8,Other,0.1575857,-0.07632111,0.2145837,-0.1633239,0.040632295,0.0256299,0.26448565,0.111576165,0.2959084,0.2330629,17,+,1,hg_160065.1,28725887,28728816.3333333,2929.33333333333,Unique,Autosomal,middle,<1000,343,1,specific
TLCD1,Other,-0.489623,-0.6551245,-0.1656085,-0.08461951,-0.57237375,-0.125114005,-0.223033665,-0.254345705,-0.5305879,0.08452057,17,-,1,hg_165072.1,28726230,28726175.6666667,54.3333333333333,Unique,Autosomal,close,<1000,343,1,specific
TRAF4,Other,-2.145406,-1.955652,-1.084579,-0.9687064,-2.050529,-1.0266427,-0.7147005,-0.490469,-0.8349321,-0.5944689,17,+,1,hg_160071.1,28744010,28744036.6666667,26.6666666666667,Unique,Autosomal,close,NA,17780,1,specific
FAM222B,Other,0.02937598,0.4777001,-0.02258273,0.1035617,0.25353804,0.040489485,0.26271315,-0.22300485,0.3371922,0.1882341,17,-,1,hg_165082.1,28842782,28842738.6666667,43.3333333333333,Unique,Autosomal,close,NA,12233,1,specific
ERAL1,Other,-3.433045,-3.870778,-2.122725,-1.81044,-3.6519115,-1.9665825,-0.34105435,-0.36077265,-0.3643083,-0.3178004,17,+,1,hg_160072.1,28855015,28855051,36,Unique,Autosomal,close,NA,12233,1,specific
FLOT2,Other,-2.597293,-2.225004,-0.7556404,-1.543393,-2.4111485,-1.1495167,-0.46079635,-0.3377813,-0.5723332,-0.3492595,17,-,1,hg_165096.1,28897732,28897682,50,Unique,Autosomal,close,NA,5346,1,specific
DHRS13,Other,-0.1817523,-0.2693026,0.1093951,-0.002505229,-0.22552745,0.0534449355,-0.02038145,-0.08157192,-0.2111088,0.1703459,17,-,1,hg_165100.1,28903078,28902917,161,Unique,Autosomal,close,NA,5346,1,specific
PHF12,Other,-2.051941,-1.660517,-0.5531501,-0.7304013,-1.856229,-0.6417757,-1.175807,-0.6075652,-1.258521,-1.093093,17,-,1,hg_165106.1,28951452,28951412.3333333,39.6666666666667,Unique,Autosomal,close,NA,48374,1,specific
SEZ6,Other,-2.085556,-2.107706,-0.5767964,-1.074158,-2.096631,-0.8254772,-0.26260374,0.0223079,-0.427116,-0.09809148,17,-,1,hg_165113.1,29006018,29005958,60,Unique,Autosomal,close,NA,36994,1,specific
PIPOX,Other,0.4636515,0.2736341,0.1873994,-0.07825642,0.3686428,0.05457149,0.2983886,0.27127875,0.3063565,0.2904207,17,+,1,hg_160081.1,29043012,29043230.6666667,218.666666666667,Unique,Autosomal,close,NA,36994,1,specific
MYO18A,Other,-1.164727,-1.052348,-0.4309049,-0.2627209,-1.1085375,-0.3468129,-0.7233654,-0.29614505,-0.7217611,-0.7249697,17,-,1,hg_165133.1,29180385,29180318,67,Unique,Autosomal,close,NA,66473,1,specific
CRYBA1,Other,-0.03651751,-0.1117736,0.005006828,0.5770128,-0.074145555,0.291009814,-0.22525895,-0.383560465,-0.228234,-0.2222839,17,+,1,hg_160089.1,29246858,29246897,39,Unique,Autosomal,close,NA,47259,1,specific
NUFIP2,Other,-1.140816,-1.076409,-1.010641,-0.5892906,-1.1086125,-0.7999658,-0.13971765,-0.25912265,-0.1624201,-0.1170152,17,-,1,hg_165145.1,29294117,29294050,67,Unique,Autosomal,close,NA,47259,1,specific
TAOK1,Other,0.2564245,0.2474589,0.4121309,0.2738015,0.2519417,0.3429662,0.082643175,0.13214576,0.2186898,-0.05340345,17,+,1,hg_160093.1,29390362,29547423.6666667,157061.666666667,Unique,Autosomal,far,NA,96245,1,specific
ABHD15,Other,-0.387083747,-0.144474511333333,-0.0638288623333333,0.214171365,-0.265779129166666,0.0751712513333334,-0.4050066,-0.3601534,-0.4175457,-0.3924675,17,-,1,hg_165151.1,29567011,29566948.6666667,62.3333333333333,Unique,Autosomal,close,NA,1701,1,specific
TP53I13,Other,0.03363972,0.2443186,-0.1059871,-0.07687856,0.13897916,-0.09143283,-0.2975621,-0.031514355,-0.3301753,-0.2649489,17,+,1,hg_160108.1,29568712,29568770,58,Unique,Autosomal,close,NA,1701,1,specific
GIT1,Other,-0.07361243,-0.1035176,-0.5008474,-0.3627704,-0.088565015,-0.4318089,0.35684115,0.13824745,0.4136679,0.3000144,17,-,1,hg_165160.1,29589647,29589595.6666667,51.3333333333333,Unique,Autosomal,close,NA,3484,1,specific
ANKRD13B,Other,-0.471702562,-0.432405057,0.134932642666667,-0.0302677383333333,-0.4520538095,0.0523324521666668,-0.1996938,-0.27782613,-0.5359399,0.1365523,17,+,1,hg_160114.1,29593131,29593164,33,Unique,Autosomal,close,NA,3484,1,specific
CORO6,Other,-0.1459002,-0.3489864,-0.5292879,-0.4523379,-0.2474433,-0.4908129,-0.0422969,-0.3021077,0.1237937,-0.2083875,17,-,1,hg_165163.1,29622911,29622839.6666667,71.3333333333333,Unique,Autosomal,close,NA,29780,1,specific
EFCAB5,Other,-1.707578,-1.840539,-0.3438782,0.5145511,-1.7740585,0.08533645,0.2303481,-0.05956871,0.238734,0.2219622,17,+,1,hg_160122.1,29929902,29929924,22,Unique,Autosomal,close,<1000,325,1,specific
SSH2,Other,-0.07767766,-0.3367961,0.3954771,0.3100753,-0.20723688,0.3527762,-0.3716387,-0.09290595,-0.3709768,-0.3723006,17,-,1,hg_165177.1,29930227,29930162.6666667,64.3333333333333,Unique,Autosomal,close,<1000,325,1,specific
NSRP1,Other,-5.819343,-5.245843,-3.937583,-3.79751,-5.532593,-3.8675465,-0.25973675,-0.22787645,-0.2581629,-0.2613106,17,+,1,hg_160126.1,30116828,30116860,32,Unique,Autosomal,close,NA,118868,2,non-specific
SLC6A4,Other,-0.05645227,-0.01466901,0.4663384,0.3519988,-0.03556064,0.4091686,0.48814955,0.4743736,0.6326392,0.3436599,17,-,1,hg_165186.1,30235696,30235625.3333333,70.6666666666667,Unique,Autosomal,close,NA,56240,1,specific
BLMH,Other,-0.2314011,-0.3152521,-0.4905622,-0.5765716,-0.2733266,-0.5335669,0.404847,0.27643495,0.4135371,0.3961569,17,-,1,hg_165188.1,30291936,30291871.6666667,64.3333333333333,Unique,Autosomal,close,NA,42120,1,specific
TMIGD1,NEG,0.06631559,0.2597947,0.0492237,-0.02947944,0.163055145,0.00987213,-0.1687020565,-0.024792129,0.004416087,-0.3418202,17,-,1,hg_165191.1,30334056,30334007.3333333,48.6666666666667,Unique,Autosomal,close,NA,42120,1,specific
CPD,Other,-0.6224089,-0.2936339,-0.6160085,-0.6931342,-0.4580214,-0.65457135,-0.3302362,-0.2960029,-0.2809917,-0.3794807,17,+,1,hg_160135.1,30378935,30378962.3333333,27.3333333333333,Unique,Autosomal,close,NA,44879,1,specific
GOSR1,Other,-1.133158,-1.683864,0.1639469,-0.1775091,-1.408511,-0.0067811,0.218276985,-0.327127,0.4169268,0.01962717,17,+,1,hg_160141.1,30477422,30477457.3333333,35.3333333333333,Unique,Autosomal,close,NA,98487,1,specific
CRLF3,Other,-0.687628,-0.5895958,-0.498061,-0.1825051,-0.6386119,-0.34028305,-0.10194734,0.004684395,-0.1162955,-0.08759918,17,-,1,hg_165199.1,30824691,30824647.3333333,43.6666666666667,Unique,Autosomal,close,NA,7278,1,specific
ATAD5,Other,-6.23572,-5.078469,-2.083321,-1.803856,-5.6570945,-1.9435885,-0.32125615,-0.1838257,-0.1727424,-0.4697699,17,+,1,hg_160162.1,30831969,30832004.6666667,35.6666666666667,Unique,Autosomal,close,NA,7278,1,specific
TEFM,Other,-4.999355,-4.798057,-3.921644,-3.173705,-4.898706,-3.5476745,-0.36963685,-0.67630495,-0.3328045,-0.4064692,17,-,1,hg_165201.1,30906234,30906178,56,Unique,Autosomal,close,<1000,92,1,specific
ADAP2,Other,-1.03811739466667,-1.150248049,-0.408842280666667,-0.570811949666667,-1.09418272183333,-0.489827115166667,-0.03619155,0.21945105,-0.2369287,0.1645456,17,+,1,hg_226612.1,30906326,30922003.3333333,15677.3333333333,Unique,Autosomal,far,<1000,92,1,specific
RNF135,Other,0.2678028,0.03643105,0.2311187,0.1464267,0.152116925,0.1887727,0.64457765,0.29550005,0.6664055,0.6227498,17,+,1,hg_160176.1,30971047,30971096,49,Unique,Autosomal,close,NA,64721,1,specific
NF1,Other,0.2139742,0.2615465,-0.639625,-0.8245242,0.23776035,-0.7320746,0.007079195,-0.138245435,0.08842553,-0.07426714,17,+,1,hg_160179.1,31094926,31095004.3333333,78.3333333333333,Unique,Autosomal,close,NA,123879,1,specific
OMG,Other,-0.08069872,0.1352008,0.1397769,-0.3140602,0.02725104,-0.08714165,0.29509575,0.2374173,0.168084,0.4221075,17,-,1,hg_165209.1,31273637,31297218.3333333,23581.3333333333,Unique,Autosomal,far,NA,31578,1,specific
EVI2B,Other,-0.286346,0.06158346,-0.3567636,-0.3630221,-0.11238127,-0.35989285,0.75730205,0.15716607,0.6495877,0.8650164,17,-,1,hg_165223.1,31305215,31314005,8790,Unique,Autosomal,far,NA,16321,1,specific
EVI2A,Other,0.05768232,0.1539299,-0.06033092,-0.4199436,0.10580611,-0.24013726,0.4697109,0.2037469,0.2150956,0.7243262,17,-,1,hg_165237.1,31321536,31321523.6666667,59.6666666666667,Unique,Autosomal,close,NA,16321,1,specific
RAB11FIP4,Other,-1.645131,-1.315519,-0.4607258,-0.0122741,-1.480325,-0.23649995,-0.173987265,-0.28722375,-0.2574249,-0.09054963,17,+,1,hg_160204.1,31488041,31488148.3333333,107.333333333333,Unique,Autosomal,close,NA,166505,1,specific
COPRS,Other,0.003258627,0.008927611,-0.6454176,0.07025225,0.006093119,-0.287582675,-0.5461127,-0.3964946,-0.7048254,-0.3874,17,-,1,hg_165248.1,31859234,31859185.6666667,48.3333333333333,Unique,Autosomal,close,NA,42446,1,specific
UTP6,Other,-3.909209,-3.93492,-3.240898,-3.239498,-3.9220645,-3.240198,-0.4809151,-0.3770616,-0.2962124,-0.6656178,17,-,1,hg_165251.1,31901680,31901631,49,Unique,Autosomal,close,NA,35326,2,non-specific
SUZ12,Other,-3.136852,-3.064934,-0.4019229,-0.7308901,-3.100893,-0.5664065,-0.4230496,-0.28931165,-0.447114,-0.3989852,17,+,1,hg_160217.1,31937006,31937003.6666667,5,Unique,Autosomal,close,NA,35326,2,non-specific
LRRC37B,Other,0.07592697,0.2109671,0.4830992,0.002847097,0.143447035,0.2429731485,-0.28034615,-0.235551275,-0.3285159,-0.2321764,17,+,1,hg_160221.1,32007396,32021142.6666667,13746.6666666667,Unique,Autosomal,far,NA,70390,3,non-specific
RHOT1,Other,-0.0510563,0.001344638,-0.2455017,-0.1877091,-0.024855831,-0.2166054,0.00996055000000001,-0.395568,0.1275387,-0.1076176,17,+,1,hg_160227.1,32142501,32142521,20,Unique,Autosomal,close,NA,123330,1,specific
RHBDL3,Other,-1.631116,-1.487649,-0.733381,-0.9329402,-1.5593825,-0.8331606,0.101140085,-0.28114738,0.1681577,0.03412247,17,+,1,hg_160230.1,32265831,32265859.3333333,28.3333333333333,Unique,Autosomal,close,NA,76338,1,specific
C17orf75,Other,0.02171131,0.06768954,-0.01068097,-0.09697846,0.044700425,-0.053829715,0.34074035,0.3148487,0.155907,0.5255737,17,-,1,hg_165255.1,32342169,32342110,59,Unique,Autosomal,close,NA,7987,1,specific
ZNF207,Other,-5.460137,-5.429045,-2.085243,-2.000593,-5.444591,-2.042918,-0.7271133,-1.02254185,-0.8162569,-0.6379697,17,+,1,hg_160231.1,32350156,32350256.6666667,100.666666666667,Unique,Autosomal,close,NA,7987,1,specific
PSMD11,CEG,-2.335212,-2.155209,-1.1833,-1.319617,-2.2452105,-1.2514585,-0.90234945,-0.9197892,-0.830497,-0.9742019,17,+,1,hg_160239.1,32444509,32444567.3333333,58.3333333333333,Unique,Autosomal,close,NA,42616,1,specific
CDK5R1,Other,-1.96422,-1.696107,-0.7042334,-0.8524586,-1.8301635,-0.778346,0.4818104,0.3677322,0.5025107,0.4611101,17,+,1,hg_160251.1,32487125,32486610.3333333,514.666666666667,Unique,Autosomal,close,NA,42616,1,specific
MYO1D,Other,-0.2115452,-0.3978281,-0.2480529,-0.4216788,-0.30468665,-0.33486585,0.16160683,0.18146245,0.07583446,0.2473792,17,-,1,hg_165266.1,32877123,32877057,66,Unique,Autosomal,close,NA,51080,1,specific
TMEM98,Other,0.08061718,0.2146214,0.2596474,-0.3721792,0.14761929,-0.0562659,-0.36765155,-0.149362095,-0.2730033,-0.4622998,17,+,1,hg_160266.1,32928203,32928234,31,Unique,Autosomal,close,NA,51080,1,specific
SPACA3,Other,-0.008981341,-0.1922583,0.5693157,-0.1838612,-0.1006198205,0.19272725,-0.132894115,-0.11701381,-0.03042373,-0.2353645,17,+,1,hg_160273.1,32991846,32991932.6666667,86.6666666666667,Unique,Autosomal,close,NA,63643,1,specific
ASIC2,Other,-0.05305638,0.06021865,0.5617638,0.083416969999999993,0.003581135,0.322590385,0.47965905,0.38197775,0.4739135,0.4854046,17,-,1,hg_165270.1,33291903,33293233,1330,Unique,Autosomal,middle,NA,300057,1,specific
CCL2,Other,0.02482256,0.07905651,0.2650562,-0.7353788,0.051939535,-0.2351613,0.3901982,0.1412537,0.2672566,0.5131398,17,+,1,hg_160298.1,34255284,34255309.3333333,36.6666666666667,Unique,Autosomal,close,NA,14936,1,specific
CCL7,Other,-0.7077454,-0.7415088,-0.08726867,-0.6220591,-0.7246271,-0.354663885,-0.84161185,-0.75167515,-0.9707072,-0.7125165,17,+,1,hg_160310.1,34270220,34270268.3333333,48.3333333333333,Unique,Autosomal,close,NA,14936,1,specific
CCL11,Other,-0.811502,-1.05515,-0.4219885,-0.07299154,-0.933326,-0.24749002,0.07631945,-0.12429985,0.2894642,-0.1368253,17,+,1,hg_160312.1,34285741,34285784.3333333,43.3333333333333,Unique,Autosomal,close,NA,15521,1,specific
CCL8,Other,-0.004356635,-0.03930043,0.1325921,0.3292116,-0.0218285325,0.23090185,0.3688705,0.2618757,0.4470346,0.2907064,17,+,1,hg_160320.1,34319434,34319484,50,Unique,Autosomal,close,NA,33693,1,specific
CCL13,Other,-0.4746587,-0.01726245,0.180878,-0.05431711,-0.245960575,0.063280445,0.224020265,0.107269245,0.01918163,0.4288589,17,+,1,hg_160321.1,34356442,34356498,56,Unique,Autosomal,close,NA,6790,1,specific
CCL1,NEG,0.2739036,0.387843,0.3024215,-0.02671234,0.3308733,0.13785458,-0.34072885,0.105681705,-0.3821391,-0.2993186,17,-,1,hg_165318.1,34363232,34363186.3333333,45.6666666666667,Unique,Autosomal,close,NA,6790,1,specific
CCT6B,Other,-4.895643,-6.002766,-0.2438817,-0.0948038,-5.4492045,-0.16934275,-0.079313285,-0.3375335,-0.04359047,-0.1150361,17,-,1,hg_165325.1,34961457,34961389.6666667,67.3333333333333,Unique,Autosomal,close,<1000,82,1,specific
ZNF830,Other,-3.825944,-3.703713,-1.584901,-1.137549,-3.7648285,-1.361225,-0.9770012,-0.50357825,-1.271501,-0.6825014,17,+,1,hg_160327.1,34961539,34961579.3333333,40.3333333333333,Unique,Autosomal,close,<1000,82,1,specific
LIG3,Other,-3.315552,-2.502151,-1.363251,-0.8755426,-2.9088515,-1.1193968,-0.3872609,-0.141932285,-0.0907911,-0.6837307,17,+,1,hg_160329.1,34980511,34980549.3333333,38.3333333333333,Unique,Autosomal,close,NA,18972,1,specific
RFFL,Other,-0.0737821,-0.04393203,-0.0885194,0.3448344,-0.058857065,0.1281575,-0.7573764,-0.57025295,-0.8859313,-0.6288215,17,-,1,hg_165340.1,35089225,35089173.3333333,51.6666666666667,Unique,Autosomal,close,NA,30520,1,specific
RAD51D,CEG,-4.037107,-3.789013,-1.376294,-1.381421,-3.91306,-1.3788575,-1.1472579999999999,-0.41726706,-1.126019,-1.168497,17,-,1,hg_165342.1,35119745,35119750,15,Unique,Autosomal,close,NA,1833,1,specific
FNDC8,Other,-0.001183803,0.03100881,-0.2577691,-0.1030277,0.0149125035,-0.1803984,0.2358499,-0.1378937601,0.2274096,0.2442902,17,+,1,hg_160337.1,35121578,35121672.3333333,94.3333333333333,Unique,Autosomal,close,NA,1833,1,specific
NLE1,CEG,-0.8901012,-0.7649185,-0.2103734,-0.5586142,-0.82750985,-0.3844938,-0.43021465,-0.49509775,-0.309832,-0.5505973,17,-,1,hg_165346.1,35142296,35142252.3333333,43.6666666666667,Unique,Autosomal,close,NA,5520,1,specific
UNC45B,Other,0.1088631,-0.02061958,-0.2088286,-0.2697638,0.04412176,-0.2392962,-0.05009125,0.0044872,-0.2627971,0.1626146,17,+,1,hg_160340.1,35147816,35147841,25,Unique,Autosomal,close,NA,5520,1,specific
SLFN5,Other,-3.208113,-3.139265,-0.6444205,-0.6797623,-3.173689,-0.6620914,0.3753824,0.10542169,0.3709955,0.3797693,17,+,1,hg_160348.1,35243071,35243113,42,Unique,Autosomal,close,NA,95255,1,specific
SLFN11,Other,-2.366317,-2.640835,-0.989794,-1.362931,-2.503576,-1.1763625,0.6212147,0.18652645,0.5318746,0.7105548,17,-,1,hg_165362.1,35373620,35373562.6666667,57.3333333333333,Unique,Autosomal,close,NA,58879,1,specific
SLFN12,Other,-0.006422356,-0.02780588,-0.07025239,-0.2456386,-0.017114118,-0.157945495,0.21873515,0.2908339,0.2174385,0.2200318,17,-,1,hg_165368.1,35432499,35433106,607,Unique,Autosomal,close,NA,16265,1,specific
SLFN13,Other,-1.416683,-1.168098,0.4811554,-0.4051511,-1.2923905,0.03800215,0.7756594,0.1171079765,0.7354423,0.8158765,17,-,1,hg_165373.1,35448764,35448696,68,Unique,Autosomal,close,NA,16265,1,specific
SLFN12L,Other,-0.07134724,-0.1008639,-0.1621672,-0.6653128,-0.08610557,-0.41374,-0.4238952,-0.3632699,-0.4626781,-0.3851123,17,-,1,hg_165376.1,35478284,35537609.3333333,59325.3333333333,Unique,Autosomal,far,NA,29520,1,specific
PEX12,Other,-2.139319,-2.06691,-0.7613222,-1.082287,-2.1031145,-0.9218046,0.2011199,-0.014130505,0.1507282,0.2515116,17,-,1,hg_165387.1,35578567,35578514.6666667,52.3333333333333,Unique,Autosomal,close,NA,8754,1,specific
AP2B1,Other,-1.48675267966667,-1.25491329266667,-0.654923423333333,-1.02337012733333,-1.37083298616667,-0.839146775333331,0.039491985,-0.19536105,-0.05807213,0.1370561,17,+,1,hg_160363.1,35587321,35587369,48,Unique,Autosomal,close,NA,8754,1,specific
RASL10B,Other,-0.2691738,-0.4784741,0.1550834,-0.04217388,-0.37382395,0.05645476,-0.19546987,0.03369525,-0.3642212,-0.02671854,17,+,1,hg_160376.1,35731638,35731686.3333333,48.3333333333333,Unique,Autosomal,close,NA,21588,1,specific
GAS2L2,Other,0.1344504,0.1900473,-0.06872261,0.3085494,0.16224885,0.119913395,-0.0538636,0.13328665,-0.214844,0.1071168,17,-,1,hg_165390.1,35753226,35753168.3333333,57.6666666666667,Unique,Autosomal,close,NA,7632,1,specific
C17orf50,Other,0.5008675,0.2088817,0.57067,0.5196442,0.3548746,0.5451571,0.4102126,0.5214568,0.4032249,0.4172003,17,+,1,hg_160379.1,35760858,35760937.3333333,79.3333333333333,Unique,Autosomal,close,NA,7632,1,specific
MMP28,Other,-0.09671192,-0.2339103,-0.2419182,-0.1988956,-0.16531111,-0.2204069,-0.3479844,-0.27466927,-0.3580934,-0.3378754,17,-,1,hg_165391.1,35795613,35795567,46,Unique,Autosomal,close,NA,13870,1,specific
TAF15,Other,-0.1165687,-0.004296903,-0.8065539,-0.1914379,-0.0604328015,-0.4989959,-0.3000669,-0.37710415,-0.3026649,-0.2974689,17,+,1,hg_160383.1,35809483,35809527.3333333,44.3333333333333,Unique,Autosomal,close,NA,13870,1,specific
HEATR9,Other,0.1329231,0.2903826,-0.1671471,-0.1743707,0.21165285,-0.1707589,0.1328643,0.2352965725,0.0499538,0.2157748,17,-,1,hg_165394.1,35868849,35868824.6666667,24.3333333333333,Unique,Autosomal,close,NA,11009,1,specific
CCL5,Other,-0.5554369,-0.1559619,0.05934019,0.09999375,-0.3556994,0.07966697,-0.136014075,-0.11627795,-0.2247316,-0.04729655,17,-,1,hg_165405.1,35879858,35880298.3333333,440.333333333333,Unique,Autosomal,close,NA,11009,1,specific
RDM1,Other,-1.028543,-1.051215,-1.068645,-0.8280854,-1.039879,-0.9483652,0.14589121,0.14434015,0.2286292,0.06315322,17,-,1,hg_165409.1,35930752,35930709.6666667,42.3333333333333,Unique,Autosomal,close,NA,12914,1,specific
LYZL6,NEG,-0.4582773,-0.385397,0.08752907,0.3840239,-0.42183715,0.235776485,0.62949835,0.11224435,0.6899463,0.5690504,17,-,1,hg_165411.1,35943666,35943628.6666667,37.3333333333333,Unique,Autosomal,close,NA,12914,1,specific
CCL16,Other,0.1553037,0.2184375,0.2254938,0.3623216,0.1868706,0.2939077,0.03024375,-0.1381449,-0.0480967,0.1085842,17,-,1,hg_165415.1,35981471,35981429.6666667,41.3333333333333,Unique,Autosomal,close,NA,3998,1,specific
CCL14,Other,0.09943709,0.16113,-0.2490406,0.2429278,0.130283545,-0.0030564,0.187926635,0.03100906,0.3172033,0.05864997,17,-,1,hg_165420.1,35985469,35986777.3333333,1308.33333333333,Unique,Autosomal,middle,NA,3998,1,specific
CCL15,Other,-0.910514,-1.328284,0.3828014,-0.211187,-1.119399,0.0858072,0.5304226,0.258623,0.5240801,0.5367651,17,-,1,hg_165422.1,36001551,36001472.3333333,78.6666666666667,Unique,Autosomal,close,NA,16082,1,specific
CCL23,Other,-0.2059784,-0.2985084,0.2520969,-0.04692005,-0.2522434,0.102588425,-0.234750745,-0.07341695,-0.3746684,-0.09483309,17,-,1,hg_165427.1,36017956,36017951.6666667,11.6666666666667,Unique,Autosomal,close,NA,16405,1,specific
CCL18,Other,0.2492233,0.2640735,0.7144962,0.368655,0.2566484,0.5415756,-0.27064425,0.0882892,-0.6948525,0.153564,17,+,1,hg_160394.1,36064219,36064322.6666667,103.666666666667,Unique,Autosomal,close,NA,25364,1,specific
CCL3,Other,0.1929685,0.4241997,0.4251674,0.1867424,0.3085841,0.3059549,-0.8605524,-0.7150928,-0.9383021,-0.7828027,17,-,1,hg_165438.1,36089583,36090059,476,Unique,Autosomal,close,NA,14006,1,specific
CCL4,Other,0.119546,0.1855831,0.3336694,0.389305,0.15256455,0.3614872,0.78335435,0.33114715,0.8610215,0.7056872,17,+,1,hg_160413.1,36103589,36103855,266,Unique,Autosomal,close,NA,14006,1,specific
CCL3L3,Other,-0.2408142,0.09508286,0.1234695,-0.1882277,-0.07286567,-0.0323791,0.75292475,0.4423154,0.6969303,0.8089192,17,-,1,hg_226636.1,36196191,36196561,370,Unique,Autosomal,close,NA,92602,1,specific
ZNHIT3,Other,-5.601731,-5.263819,-2.627472,-2.711236,-5.432775,-2.669354,-1.059704,-0.8222793,-1.335384,-0.784024,17,+,1,hg_160426.1,36486680,36486708.6666667,28.6666666666667,Unique,Autosomal,close,NA,48187,1,specific
MYO19,Other,-0.5736833,-0.4821642,0.2754529,-0.6444168,-0.52792375,-0.18448195,-0.2267412,-0.1959788,-0.2462925,-0.2071899,17,-,1,hg_165455.1,36534867,36534797.6666667,69.3333333333333,Unique,Autosomal,close,<1000,152,1,specific
PIGW,Other,-1.59621,-0.543659,-0.05701537,0.1128017,-1.0699345,0.027893165,-0.14529325,-0.10292234,-0.1484871,-0.1420994,17,+,1,hg_160428.1,36535019,36535068.3333333,49.3333333333333,Unique,Autosomal,close,<1000,152,1,specific
GGNBP2,Other,-0.1586733,0.01467845,0.08107514,0.05855111,-0.071997425,0.069813125,-0.117613295,-0.243779447,-0.1448471,-0.09037949,17,+,1,hg_160430.1,36544919,36544955,36,Unique,Autosomal,close,NA,9900,1,specific
DHRS11,Other,0.04958972,0.06563194,0.3537154,-0.06875824,0.05761083,0.14247858,0.24087535,0.07538918,0.1491586,0.3325921,17,+,1,hg_160440.1,36591899,36591966,67,Unique,Autosomal,close,NA,9683,1,specific
MRM1,Other,-0.2210704,0.1086319,-0.08295661,0.1572231,-0.05621925,0.037133245,0.1044368,0.28661585,-0.0980055,0.3068791,17,+,1,hg_160442.1,36601582,36601623.6666667,41.6666666666667,Unique,Autosomal,close,NA,9683,1,specific
LHX1,Other,-0.1779275,0.07529508,0.1880605,-0.3649724,-0.05131621,-0.08845595,-0.39757155,-0.095179,-0.4396852,-0.3554579,17,+,1,hg_160446.1,36936784,36936865.3333333,81.3333333333333,Unique,Autosomal,close,NA,12171,1,specific
AATF,Other,-5.52017035966667,-5.28463495433333,-3.42055021866667,-3.43358929466667,-5.402402657,-3.42706975666667,-0.5076554,-0.617441885,-0.6595407,-0.3557701,17,+,1,hg_160448.1,36948955,36948981.3333333,26.3333333333333,Unique,Autosomal,close,NA,12171,1,specific
ACACA,Other,-5.49800023,-4.250973343,-0.945063426333333,-0.946904643666667,-4.8744867865,-0.945984035,-0.86364825,-0.24325175,-0.7331864,-0.9941101,17,-,1,hg_165469.1,37359095,37359034.3333333,60.6666666666667,Unique,Autosomal,close,NA,16874,1,specific
