tss_id	gene_name	gene_count	chr	peak_start	peak_end	peak_score	strand	tss_start	tss_end	median_cpm	cpm_rank	cpm_max	canonical_rank
hg_192967.1	PANX2	1	22	50170247	50170297	20752	+	50170260	50170261	1.933539081779	2	2.75794281994793	1
hg_192966.1	PANX2	1	22	50170224	50170245	7167	+	50170230	50170231	0.434607303765836	3	2.75794281994793	2
hg_192968.1	PANX2	1	22	50170457	50170464	140	+	50170460	50170461	0	4	2.75794281994793	5
hg_192969.1	PANX2	1	22	50170485	50170494	186	+	50170488	50170489	0	5	2.75794281994793	4
hg_107797.1	PAOX	1	10	133379278	133379301	11467	+	133379287	133379288	1.48869165829068	1	1.48869165829068	2
hg_107796.1	PAOX	1	10	133379236	133379276	19430	+	133379270	133379271	1.42191452528921	2	1.48869165829068	1
hg_107795.1	PAOX	1	10	133378960	133378967	97	+	133378961	133378962	0	3	1.48869165829068	3
hg_185276.1	PARD6B	1	20	50731483	50731532	53016	+	50731514	50731515	7.44398181706427	1	7.44398181706427	2
hg_185278.1	PARD6B	1	20	50731572	50731586	73098	+	50731579	50731580	2.10967226100755	2	7.44398181706427	1
hg_185277.1	PARD6B	1	20	50731546	50731559	13060	+	50731551	50731552	1.70128631344597	3	7.44398181706427	3
hg_185269.1	PARD6B	1	20	50731364	50731382	7651	+	50731374	50731375	0.610813603282008	4	7.44398181706427	4
hg_185275.1	PARD6B	1	20	50731469	50731482	3292	+	50731474	50731475	0.573870226861992	5	7.44398181706427	5
hg_185274.1	PARD6B	1	20	50731456	50731467	2736	+	50731461	50731462	0.379868714263731	6	7.44398181706427	7
hg_185272.1	PARD6B	1	20	50731424	50731431	1417	+	50731427	50731428	0.345689078417388	7	7.44398181706427	10
hg_185270.1	PARD6B	1	20	50731400	50731408	2539	+	50731405	50731406	0.284487563760165	8	7.44398181706427	8
hg_185271.1	PARD6B	1	20	50731412	50731421	1964	+	50731416	50731417	0	9	7.44398181706427	9
hg_185273.1	PARD6B	1	20	50731441	50731452	3252	+	50731447	50731448	0	10	7.44398181706427	6
hg_185279.1	PARD6B	1	20	50732084	50732115	1098	+	50732089	50732090	0	11	7.44398181706427	11
hg_185280.1	PARD6B	1	20	50732122	50732143	898	+	50732132	50732133	0	12	7.44398181706427	13
hg_228252.1	PARD6B	1	20	50731718	50731721	903	+	50731719	50731720	0	13	7.44398181706427	12
hg_150827.1	PARP6	1	15	72272784	72272809	9778	-	72272803	72272804	3.79332032844129	1	3.79332032844129	4
hg_150823.1	PARP6	1	15	72272633	72272672	40999	-	72272641	72272642	3.1494482661947	2	3.79332032844129	2
hg_150826.1	PARP6	1	15	72272746	72272774	4948	-	72272764	72272765	1.49917254212527	3	3.79332032844129	6
hg_150819.1	PARP6	1	15	72272533	72272561	78589	-	72272553	72272554	1.17530598458886	4	3.79332032844129	1
hg_150824.1	PARP6	1	15	72272674	72272686	2668	-	72272682	72272683	0.64397925962102	5	3.79332032844129	8
hg_150820.1	PARP6	1	15	72272565	72272590	28914	-	72272571	72272572	0.597512802627352	6	3.79332032844129	3
hg_150822.1	PARP6	1	15	72272609	72272629	6278	-	72272614	72272615	0.163249900662435	7	3.79332032844129	5
hg_150817.1	PARP6	1	15	72265147	72265181	436	-	72265172	72265173	0	8	3.79332032844129	10
hg_150818.1	PARP6	1	15	72271244	72271252	752	-	72271249	72271250	0	9	3.79332032844129	9
hg_150821.1	PARP6	1	15	72272594	72272605	3090	-	72272599	72272600	0	10	3.79332032844129	7
hg_150825.1	PARP6	1	15	72272713	72272718	264	-	72272715	72272716	0	11	3.79332032844129	11
hg_150828.1	PARP6	1	15	72273003	72273012	70	-	72273007	72273008	0	12	3.79332032844129	12
hg_56369.1	PARP8	1	5	50666950	50666971	7929	+	50666967	50666968	2.72242780402188	1	2.72242780402188	2
hg_56368.1	PARP8	1	5	50666917	50666938	3848	+	50666931	50666932	2.05882391385128	2	2.72242780402188	4
hg_56371.1	PARP8	1	5	50667901	50667932	3089	+	50667917	50667918	0.503334346150479	3	2.72242780402188	5
hg_56367.1	PARP8	1	5	50666661	50666743	12712	+	50666694	50666695	0.169555899188845	4	2.72242780402188	1
hg_56364.1	PARP8	1	5	50665893	50665906	1281	+	50665898	50665899	0	5	2.72242780402188	6
hg_56365.1	PARP8	1	5	50665925	50665935	839	+	50665932	50665933	0	6	2.72242780402188	9
hg_56366.1	PARP8	1	5	50666613	50666654	4812	+	50666636	50666637	0	7	2.72242780402188	3
hg_56370.1	PARP8	1	5	50667405	50667417	1122	+	50667413	50667414	0	8	2.72242780402188	7
hg_56372.1	PARP8	1	5	50668206	50668239	452	+	50668234	50668235	0	9	2.72242780402188	11
hg_56373.1	PARP8	1	5	50668304	50668318	462	+	50668309	50668310	0	10	2.72242780402188	10
hg_56377.1	PARP8	1	5	50795257	50795299	868	+	50795298	50795299	0	11	2.72242780402188	8
hg_6361.1	PBX1	1	1	164559450	164559474	18615	+	164559467	164559468	39.3147289910248	1	39.3147289910248	5
hg_6356.1	PBX1	1	1	164559173	164559191	97871	+	164559183	164559184	9.90782871842785	2	39.3147289910248	1
hg_6359.1	PBX1	1	1	164559379	164559423	17906	+	164559402	164559403	8.51487479578401	3	39.3147289910248	6
hg_6355.1	PBX1	1	1	164559147	164559172	25798	+	164559152	164559153	5.15533689843164	4	39.3147289910248	3
hg_6354.1	PBX1	1	1	164559103	164559142	21342	+	164559136	164559137	4.500046628197	5	39.3147289910248	4
hg_6357.1	PBX1	1	1	164559208	164559222	29029	+	164559215	164559216	4.0523061671462	6	39.3147289910248	2
hg_6363.1	PBX1	1	1	164559674	164559703	9958	+	164559683	164559684	2.98894620013511	7	39.3147289910248	7
hg_6362.1	PBX1	1	1	164559629	164559640	3803	+	164559634	164559635	2.16899616505138	8	39.3147289910248	11
hg_6353.1	PBX1	1	1	164559060	164559072	6943	+	164559065	164559066	2.00564407398214	9	39.3147289910248	9
hg_6358.1	PBX1	1	1	164559351	164559373	8752	+	164559359	164559360	1.70814972668765	10	39.3147289910248	8
hg_6360.1	PBX1	1	1	164559430	164559437	1068	+	164559433	164559434	1.32129132536459	11	39.3147289910248	16
hg_6372.1	PBX1	1	1	164590354	164590374	656	+	164590358	164590359	1.02841525841573	12	39.3147289910248	17
hg_6365.1	PBX1	1	1	164559738	164559761	3189	+	164559752	164559753	0.745108306748873	13	39.3147289910248	12
hg_6364.1	PBX1	1	1	164559705	164559727	4352	+	164559719	164559720	0.6419690239372	14	39.3147289910248	10
hg_6376.1	PBX1	1	1	164631298	164631302	1395	+	164631300	164631301	0.434607303765836	15	39.3147289910248	15
hg_6366.1	PBX1	1	1	164559767	164559778	2069	+	164559772	164559773	0.281289586765987	16	39.3147289910248	13
hg_6370.1	PBX1	1	1	164590319	164590331	597	+	164590324	164590325	0.268406308199878	17	39.3147289910248	18
hg_6385.1	PBX1	1	1	164849259	164849266	557	+	164849264	164849265	0.236505283431334	18	39.3147289910248	19
hg_6352.1	PBX1	1	1	164559039	164559049	1678	+	164559043	164559044	0.146510765537796	19	39.3147289910248	14
hg_6369.1	PBX1	1	1	164590304	164590309	85	+	164590306	164590307	0	20	39.3147289910248	22
hg_6371.1	PBX1	1	1	164590346	164590353	116	+	164590349	164590350	0	21	39.3147289910248	21
hg_6374.1	PBX1	1	1	164630929	164630938	85	+	164630933	164630934	0	22	39.3147289910248	23
hg_6375.1	PBX1	1	1	164630947	164630954	168	+	164630952	164630953	0	23	39.3147289910248	20
hg_28994.1	PCBP1-AS1	1	2	70086927	70086966	28092	-	70086945	70086946	6.27109790317389	1	6.27109790317389	2
hg_28986.1	PCBP1-AS1	1	2	70086261	70086292	36295	-	70086272	70086273	4.19161665415423	2	6.27109790317389	1
hg_28997.1	PCBP1-AS1	1	2	70088361	70088404	9225	-	70088375	70088376	1.47344763955364	3	6.27109790317389	5
hg_28996.1	PCBP1-AS1	1	2	70088183	70088237	11680	-	70088207	70088208	1.02958968788161	4	6.27109790317389	3
hg_28995.1	PCBP1-AS1	1	2	70086980	70087014	11569	-	70086989	70086990	0.94924452869829	5	6.27109790317389	4
hg_28990.1	PCBP1-AS1	1	2	70086471	70086503	7498	-	70086484	70086485	0.933235578576085	6	6.27109790317389	6
hg_28993.1	PCBP1-AS1	1	2	70086693	70086723	6433	-	70086705	70086706	0.51470597846282	7	6.27109790317389	7
hg_28992.1	PCBP1-AS1	1	2	70086664	70086680	3953	-	70086670	70086671	0.146510765537796	8	6.27109790317389	8
hg_28960.1	PCBP1-AS1	1	2	69975748	69975756	141	-	69975754	69975755	0	9	6.27109790317389	25
hg_28967.1	PCBP1-AS1	1	2	70018955	70018966	175	-	70018960	70018961	0	10	6.27109790317389	23
hg_28968.1	PCBP1-AS1	1	2	70018975	70018986	386	-	70018980	70018981	0	11	6.27109790317389	20
hg_28969.1	PCBP1-AS1	1	2	70019007	70019014	116	-	70019009	70019010	0	12	6.27109790317389	26
hg_28970.1	PCBP1-AS1	1	2	70019025	70019036	594	-	70019030	70019031	0	13	6.27109790317389	18
hg_28971.1	PCBP1-AS1	1	2	70019041	70019042	35	-	70019041	70019042	0	14	6.27109790317389	28
hg_28972.1	PCBP1-AS1	1	2	70019045	70019068	653	-	70019062	70019063	0	15	6.27109790317389	17
hg_28973.1	PCBP1-AS1	1	2	70019150	70019212	2953	-	70019198	70019199	0	16	6.27109790317389	9
hg_28975.1	PCBP1-AS1	1	2	70034965	70034972	161	-	70034968	70034969	0	17	6.27109790317389	24
hg_28976.1	PCBP1-AS1	1	2	70034974	70034996	2451	-	70034990	70034991	0	18	6.27109790317389	10
hg_28977.1	PCBP1-AS1	1	2	70035020	70035028	297	-	70035024	70035025	0	19	6.27109790317389	21
hg_28979.1	PCBP1-AS1	1	2	70046721	70046729	191	-	70046726	70046727	0	20	6.27109790317389	22
hg_28984.1	PCBP1-AS1	1	2	70085740	70085757	497	-	70085746	70085747	0	21	6.27109790317389	19
hg_28985.1	PCBP1-AS1	1	2	70085767	70085776	101	-	70085771	70085772	0	22	6.27109790317389	27
hg_28987.1	PCBP1-AS1	1	2	70086347	70086365	1834	-	70086354	70086355	0	23	6.27109790317389	12
hg_28988.1	PCBP1-AS1	1	2	70086377	70086398	2260	-	70086382	70086383	0	24	6.27109790317389	11
hg_28989.1	PCBP1-AS1	1	2	70086399	70086420	1578	-	70086417	70086418	0	25	6.27109790317389	14
hg_28991.1	PCBP1-AS1	1	2	70086630	70086642	1275	-	70086635	70086636	0	26	6.27109790317389	15
hg_28998.1	PCBP1-AS1	1	2	70095280	70095306	1663	-	70095292	70095293	0	27	6.27109790317389	13
hg_28999.1	PCBP1-AS1	1	2	70095313	70095325	862	-	70095319	70095320	0	28	6.27109790317389	16
hg_42382.1	PCBP4	1	3	51967432	51967462	179781	-	51967444	51967445	7.60263260446563	1	7.60263260446563	2
hg_42392.1	PCBP4	2	3	51974000	51974055	352139	-	51974048	51974049	7.10023266550893	2	7.60263260446563	1
hg_42381.1	PCBP4	1	3	51967410	51967431	28429	-	51967419	51967420	1.39364144600718	3	7.60263260446563	3
hg_42387.1	PCBP4	1	3	51968396	51968417	3240	-	51968410	51968411	1.23053435563937	4	7.60263260446563	7
hg_42388.1	PCBP4	1	3	51968420	51968431	608	-	51968425	51968426	0.432511273729329	5	7.60263260446563	10
hg_42379.1	PCBP4	1	3	51967358	51967369	2072	-	51967363	51967364	0	6	7.60263260446563	9
hg_42380.1	PCBP4	1	3	51967380	51967409	14357	-	51967390	51967391	0	7	7.60263260446563	4
hg_42383.1	PCBP4	1	3	51967979	51967988	317	-	51967982	51967983	0	8	7.60263260446563	11
hg_42384.1	PCBP4	1	3	51968014	51968042	4661	-	51968031	51968032	0	9	7.60263260446563	5
hg_42385.1	PCBP4	1	3	51968044	51968066	3384	-	51968049	51968050	0	10	7.60263260446563	6
hg_42386.1	PCBP4	1	3	51968178	51968234	2330	-	51968194	51968195	0	11	7.60263260446563	8
hg_125212.1	PCED1B	1	12	47223619	47223651	882	+	47223641	47223642	1.68684070803874	1	1.68684070803874	5
hg_125203.1	PCED1B	1	12	47079586	47079655	23858	+	47079621	47079622	0.978885010442971	2	1.68684070803874	1
hg_125202.1	PCED1B	1	12	47079556	47079573	2974	+	47079561	47079562	0	3	1.68684070803874	3
hg_125209.1	PCED1B	1	12	47216532	47216603	20972	+	47216543	47216544	0	4	1.68684070803874	2
hg_125211.1	PCED1B	1	12	47223531	47223555	1684	+	47223547	47223548	0	5	1.68684070803874	4
hg_116059.1	PCF11	1	11	83157116	83157137	93690	+	83157130	83157131	14.1164822383939	1	14.1164822383939	2
hg_116060.1	PCF11	1	11	83157147	83157170	110256	+	83157154	83157155	8.07352580158549	2	14.1164822383939	1
hg_116061.1	PCF11	1	11	83158418	83158429	217	+	83158423	83158424	0	3	14.1164822383939	3
hg_106212.1	PCGF5	1	10	91220642	91220701	71136	+	91220671	91220672	3.3664070636429	1	3.3664070636429	2
hg_106214.1	PCGF5	1	10	91220760	91220793	46663	+	91220782	91220783	1.46864868045108	2	3.3664070636429	3
hg_106211.1	PCGF5	1	10	91220604	91220641	16169	+	91220629	91220630	1.02127764599285	3	3.3664070636429	4
hg_106213.1	PCGF5	1	10	91220711	91220728	8554	+	91220722	91220723	0.813467578441558	4	3.3664070636429	7
hg_106206.1	PCGF5	1	10	91162960	91163078	106185	+	91163032	91163033	0.339111798377689	5	3.3664070636429	1
hg_106204.1	PCGF5	1	10	91162824	91162867	12191	+	91162845	91162846	0	6	3.3664070636429	5
hg_106205.1	PCGF5	1	10	91162868	91162910	9162	+	91162877	91162878	0	7	3.3664070636429	6
hg_106207.1	PCGF5	1	10	91163388	91163390	816	+	91163388	91163389	0	8	3.3664070636429	8
hg_106209.1	PCGF5	1	10	91220586	91220591	166	+	91220588	91220589	0	9	3.3664070636429	10
hg_106210.1	PCGF5	1	10	91220594	91220603	778	+	91220598	91220599	0	10	3.3664070636429	9
hg_140423.1	PCNX1	1	14	70907547	70907580	50146	+	70907567	70907568	8.62176826063242	1	8.62176826063242	2
hg_140422.1	PCNX1	1	14	70907419	70907476	71847	+	70907458	70907459	8.22594035102403	2	8.62176826063242	1
hg_140424.1	PCNX1	1	14	70907661	70907712	42858	+	70907694	70907695	0.879865244684748	3	8.62176826063242	3
hg_140421.1	PCNX1	1	14	70907354	70907373	3186	+	70907367	70907368	0.339383079890979	4	8.62176826063242	5
hg_140420.1	PCNX1	1	14	70907336	70907339	306	+	70907337	70907338	0	5	8.62176826063242	7
hg_140425.1	PCNX1	1	14	70907716	70907736	16718	+	70907725	70907726	0	6	8.62176826063242	4
hg_140426.1	PCNX1	1	14	70907752	70907764	2042	+	70907758	70907759	0	7	8.62176826063242	6
hg_44863.1	PCOLCE2	1	3	142888980	142889027	19336	-	142888988	142888989	2.33960322229814	1	2.33960322229814	2
hg_44869.1	PCOLCE2	1	3	142889159	142889211	26807	-	142889185	142889186	2.02181389786383	2	2.33960322229814	1
hg_44865.1	PCOLCE2	1	3	142889071	142889089	12057	-	142889082	142889083	0.416187122452587	3	2.33960322229814	3
hg_44866.1	PCOLCE2	1	3	142889104	142889123	3582	-	142889114	142889115	0.352339478744716	4	2.33960322229814	5
hg_44862.1	PCOLCE2	1	3	142888898	142888927	9031	-	142888920	142888921	0.33280579985128	5	2.33960322229814	4
hg_44864.1	PCOLCE2	1	3	142889034	142889045	1538	-	142889039	142889040	0.251667173075239	6	2.33960322229814	8
hg_44861.1	PCOLCE2	1	3	142888864	142888875	1570	-	142888869	142888870	0.146510765537796	7	2.33960322229814	7
hg_44867.1	PCOLCE2	1	3	142889125	142889136	3409	-	142889130	142889131	0.105156407537443	8	2.33960322229814	6
hg_44868.1	PCOLCE2	1	3	142889137	142889148	1279	-	142889142	142889143	0	9	2.33960322229814	9
hg_161794.1	PCTP	1	17	55751020	55751069	40214	+	55751052	55751053	6.30135514324313	1	6.30135514324313	2
hg_161795.1	PCTP	1	17	55751071	55751113	42127	+	55751080	55751081	4.8389712731707	2	6.30135514324313	1
hg_161793.1	PCTP	1	17	55750972	55750992	8836	+	55750978	55750979	0.879865244684748	3	6.30135514324313	3
hg_161796.1	PCTP	1	17	55751116	55751142	7469	+	55751137	55751138	0.607262702758584	4	6.30135514324313	4
hg_161797.1	PCTP	1	17	55751378	55751394	2962	+	55751385	55751386	0	5	6.30135514324313	5
hg_3337.1	PDE4B	1	1	66332406	66332423	51264	+	66332413	66332414	4.56159875954609	1	4.56159875954609	2
hg_3335.1	PDE4B	1	1	66332323	66332357	73206	+	66332329	66332330	4.39547770124363	2	4.56159875954609	1
hg_3332.1	PDE4B	1	1	66332236	66332252	47703	+	66332244	66332245	1.51196994280552	3	4.56159875954609	3
hg_3338.1	PDE4B	1	1	66332435	66332449	4222	+	66332443	66332444	0.619521332400464	4	4.56159875954609	10
hg_3351.1	PDE4B	1	1	66354375	66354400	1920	+	66354386	66354387	0.609358732795091	5	4.56159875954609	14
hg_3336.1	PDE4B	1	1	66332375	66332387	2467	+	66332384	66332385	0.419554874875592	6	4.56159875954609	12
hg_3334.1	PDE4B	1	1	66332293	66332309	19609	+	66332299	66332300	0.372554153374437	7	4.56159875954609	6
hg_3333.1	PDE4B	1	1	66332255	66332267	6243	+	66332261	66332262	0.33280579985128	8	4.56159875954609	8
hg_3330.1	PDE4B	1	1	66331807	66331818	1154	+	66331812	66331813	0.16132197238317	9	4.56159875954609	17
hg_3329.1	PDE4B	1	1	66331778	66331792	3000	+	66331786	66331787	0.0732553827688982	10	4.56159875954609	11
hg_3309.1	PDE4B	1	1	65792893	65792936	1567	+	65792913	65792914	0	11	4.56159875954609	16
hg_3310.1	PDE4B	1	1	65793163	65793178	998	+	65793172	65793173	0	12	4.56159875954609	20
hg_3312.1	PDE4B	1	1	65992389	65992426	7647	+	65992420	65992421	0	13	4.56159875954609	7
hg_3313.1	PDE4B	1	1	65992428	65992440	1039	+	65992433	65992434	0	14	4.56159875954609	19
hg_3314.1	PDE4B	1	1	65992608	65992621	4756	+	65992615	65992616	0	15	4.56159875954609	9
hg_3315.1	PDE4B	1	1	65992622	65992633	2222	+	65992627	65992628	0	16	4.56159875954609	13
hg_3316.1	PDE4B	1	1	65992726	65992745	24464	+	65992734	65992735	0	17	4.56159875954609	5
hg_3323.1	PDE4B	1	1	66257346	66257358	275	+	66257350	66257351	0	18	4.56159875954609	25
hg_3326.1	PDE4B	1	1	66330529	66330548	368	+	66330545	66330546	0	19	4.56159875954609	24
hg_3327.1	PDE4B	1	1	66330681	66330692	140	+	66330687	66330688	0	20	4.56159875954609	26
hg_3328.1	PDE4B	1	1	66330718	66330740	396	+	66330727	66330728	0	21	4.56159875954609	23
hg_3331.1	PDE4B	1	1	66332177	66332201	28377	+	66332193	66332194	0	22	4.56159875954609	4
hg_3339.1	PDE4B	1	1	66332548	66332552	714	+	66332550	66332551	0	23	4.56159875954609	21
hg_3352.1	PDE4B	1	1	66354522	66354540	661	+	66354534	66354535	0	24	4.56159875954609	22
hg_3353.1	PDE4B	1	1	66354549	66354576	1122	+	66354562	66354563	0	25	4.56159875954609	18
hg_3354.1	PDE4B	1	1	66354586	66354617	1677	+	66354605	66354606	0	26	4.56159875954609	15
hg_3355.1	PDE4B	1	1	66367623	66367632	62	+	66367624	66367625	0	27	4.56159875954609	27
hg_5011.1	PDE4DIP	1	1	148952356	148952474	59098	+	148952373	148952374	1.58387434870632	1	1.58387434870632	3
hg_5010.1	PDE4DIP	1	1	148952121	148952172	21148	+	148952137	148952138	0.619521332400464	2	1.58387434870632	7
hg_5007.1	PDE4DIP	1	1	148951985	148952024	7608	+	148952009	148952010	0.284487563760165	3	1.58387434870632	11
hg_5012.1	PDE4DIP	1	1	148952568	148952678	28531	+	148952583	148952584	0.146510765537796	4	1.58387434870632	5
hg_4998.1	PDE4DIP	1	1	148808322	148808374	24439	+	148808341	148808342	0	5	1.58387434870632	6
hg_4999.1	PDE4DIP	1	1	148808384	148808519	38717	+	148808433	148808434	0	6	1.58387434870632	4
hg_5001.1	PDE4DIP	1	1	148844416	148844434	302018	+	148844427	148844428	0	7	1.58387434870632	1
hg_5002.1	PDE4DIP	1	1	148844508	148844519	15630	+	148844513	148844514	0	8	1.58387434870632	8
hg_5003.1	PDE4DIP	1	1	148889427	148889482	11285	+	148889462	148889463	0	9	1.58387434870632	9
hg_5004.1	PDE4DIP	1	1	148889552	148889574	93329	+	148889563	148889564	0	10	1.58387434870632	2
hg_5005.1	PDE4DIP	1	1	148889600	148889611	6910	+	148889605	148889606	0	11	1.58387434870632	12
hg_5008.1	PDE4DIP	1	1	148952028	148952042	2781	+	148952033	148952034	0	12	1.58387434870632	14
hg_5009.1	PDE4DIP	1	1	148952091	148952119	9733	+	148952113	148952114	0	13	1.58387434870632	10
hg_5013.1	PDE4DIP	1	1	148952686	148952700	1261	+	148952694	148952695	0	14	1.58387434870632	15
hg_5015.1	PDE4DIP	1	1	148962219	148962232	979	+	148962226	148962227	0	15	1.58387434870632	16
hg_5016.1	PDE4DIP	1	1	148962522	148962536	2923	+	148962529	148962530	0	16	1.58387434870632	13
hg_5019.1	PDE4DIP	1	1	149017593	149017604	117	+	149017595	149017596	0	17	1.58387434870632	17
hg_5020.1	PDE4DIP	1	1	149017606	149017616	93	+	149017610	149017611	0	18	1.58387434870632	18
hg_5021.1	PDE4DIP	1	1	149017620	149017625	52	+	149017622	149017623	0	19	1.58387434870632	20
hg_5022.1	PDE4DIP	1	1	149017627	149017631	31	+	149017629	149017630	0	20	1.58387434870632	23
hg_5023.1	PDE4DIP	1	1	149017635	149017640	35	+	149017637	149017638	0	21	1.58387434870632	21
hg_5024.1	PDE4DIP	1	1	149017705	149017710	33	+	149017707	149017708	0	22	1.58387434870632	22
hg_5025.1	PDE4DIP	1	1	149017722	149017727	55	+	149017724	149017725	0	23	1.58387434870632	19
hg_168777.1	PDE6G	1	17	81653691	81653737	9169	-	81653722	81653723	1.62298250869321	1	1.62298250869321	2
hg_168778.1	PDE6G	1	17	81656515	81656562	28343	-	81656541	81656542	0	2	1.62298250869321	1
hg_168779.1	PDE6G	1	17	81656567	81656599	2195	-	81656587	81656588	0	3	1.62298250869321	3
hg_148163.1	PDE8A	1	15	84980456	84980516	13880	+	84980495	84980496	1.9482318897316	1	1.9482318897316	2
hg_148171.1	PDE8A	1	15	84982024	84982077	8238	+	84982030	84982031	0.251316490276707	2	1.9482318897316	3
hg_148168.1	PDE8A	1	15	84981468	84981491	2631	+	84981479	84981480	0.196420974145893	3	1.9482318897316	5
hg_148170.1	PDE8A	1	15	84981835	84981905	19728	+	84981855	84981856	0.0880665896142719	4	1.9482318897316	1
hg_148164.1	PDE8A	1	15	84980692	84980720	2121	+	84980718	84980719	0.0732553827688982	5	1.9482318897316	6
hg_148169.1	PDE8A	1	15	84981714	84981773	5443	+	84981760	84981761	0	6	1.9482318897316	4
hg_82355.1	PDGFA	1	7	519165	519227	91878	-	519217	519218	9.81462611059575	1	9.81462611059575	2
hg_82358.1	PDGFA	1	7	519838	519855	96780	-	519845	519846	7.52889795291477	2	9.81462611059575	1
hg_82356.1	PDGFA	1	7	519239	519255	6434	-	519244	519245	1.05578292661012	3	9.81462611059575	3
hg_82360.1	PDGFA	1	7	520216	520238	2893	-	520221	520222	0.210312815074886	4	9.81462611059575	4
hg_82359.1	PDGFA	1	7	520042	520067	1167	-	520056	520057	0.105156407537443	5	9.81462611059575	8
hg_82353.1	PDGFA	1	7	518301	518341	1433	-	518328	518329	0.0732553827688982	6	9.81462611059575	6
hg_82354.1	PDGFA	1	7	519116	519127	1345	-	519121	519122	0	7	9.81462611059575	7
hg_82357.1	PDGFA	1	7	519561	519593	1911	-	519575	519576	0	8	9.81462611059575	5
hg_82361.1	PDGFA	1	7	520671	520705	764	-	520676	520677	0	9	9.81462611059575	9
hg_194276.1	PDGFB	1	22	39243927	39243948	3734	-	39243934	39243935	1.14508502584842	1	1.14508502584842	2
hg_194279.1	PDGFB	1	22	39244969	39244989	107911	-	39244981	39244982	1.10187287086399	2	1.14508502584842	1
hg_194275.1	PDGFB	1	22	39224611	39224634	1476	-	39224623	39224624	0	3	1.14508502584842	4
hg_194277.1	PDGFB	1	22	39244222	39244235	1346	-	39244228	39244229	0	4	1.14508502584842	5
hg_194278.1	PDGFB	1	22	39244566	39244578	1497	-	39244572	39244573	0	5	1.14508502584842	3
hg_58433.1	PDLIM4	1	5	132257639	132257662	47399	+	132257647	132257648	2.15562981690474	1	2.15562981690474	2
hg_58434.1	PDLIM4	1	5	132257673	132257704	179866	+	132257695	132257696	2.11011098273332	2	2.15562981690474	1
hg_58435.1	PDLIM4	1	5	132257736	132257747	4736	+	132257741	132257742	0	3	2.15562981690474	3
hg_89767.1	PDP1	1	8	93916882	93916939	43381	+	93916925	93916926	5.90896611338623	1	5.90896611338623	3
hg_89775.1	PDP1	1	8	93917806	93917861	56350	+	93917835	93917836	5.0360582006962	2	5.90896611338623	2
hg_89768.1	PDP1	1	8	93916940	93917007	60876	+	93916966	93916967	2.77877773320296	3	5.90896611338623	1
hg_89766.1	PDP1	1	8	93916849	93916878	11029	+	93916861	93916862	1.97949060085036	4	5.90896611338623	4
hg_89771.1	PDP1	1	8	93917327	93917350	2021	+	93917335	93917336	0.365976873334737	5	5.90896611338623	6
hg_89774.1	PDP1	1	8	93917741	93917752	1764	+	93917746	93917747	0.309760666200232	6	5.90896611338623	7
hg_89769.1	PDP1	1	8	93917045	93917056	1217	+	93917050	93917051	0.0732553827688982	7	5.90896611338623	9
hg_89776.1	PDP1	1	8	93917872	93917892	5216	+	93917883	93917884	0.0732553827688982	8	5.90896611338623	5
hg_89762.1	PDP1	1	8	93857782	93857797	974	+	93857787	93857788	0	9	5.90896611338623	11
hg_89763.1	PDP1	1	8	93857819	93857828	134	+	93857820	93857821	0	10	5.90896611338623	15
hg_89764.1	PDP1	1	8	93916797	93916808	606	+	93916802	93916803	0	11	5.90896611338623	13
hg_89765.1	PDP1	1	8	93916826	93916846	1311	+	93916832	93916833	0	12	5.90896611338623	8
hg_89770.1	PDP1	1	8	93917078	93917089	967	+	93917083	93917084	0	13	5.90896611338623	12
hg_89772.1	PDP1	1	8	93917366	93917380	593	+	93917371	93917372	0	14	5.90896611338623	14
hg_89773.1	PDP1	1	8	93917549	93917568	1144	+	93917556	93917557	0	15	5.90896611338623	10
hg_192168.1	PDXP	1	22	37658714	37658730	33398	+	37658722	37658723	7.4001410540684	1	7.4001410540684	2
hg_192169.1	PDXP	1	22	37658736	37658777	38684	+	37658750	37658751	4.77014506564174	2	7.4001410540684	1
hg_192171.1	PDXP	1	22	37659261	37659275	955	+	37659267	37659268	0.193222997151715	3	7.4001410540684	4
hg_192170.1	PDXP	1	22	37659189	37659228	2153	+	37659204	37659205	0	4	7.4001410540684	3
hg_200915.1	PDZD4	1	X	153830362	153830377	3332	-	153830370	153830371	11.5103380636294	1	11.5103380636294	2
hg_200919.1	PDZD4	1	X	153830871	153830935	58899	-	153830886	153830887	7.38757074529699	2	11.5103380636294	1
hg_200917.1	PDZD4	1	X	153830527	153830558	3166	-	153830543	153830544	3.20378521562148	3	11.5103380636294	3
hg_200916.1	PDZD4	1	X	153830504	153830516	730	-	153830509	153830510	1.65955131313637	4	11.5103380636294	5
hg_200914.1	PDZD4	1	X	153830316	153830325	402	-	153830320	153830321	1.03839198611353	5	11.5103380636294	6
hg_200913.1	PDZD4	1	X	153829481	153829495	311	-	153829489	153829490	0	6	11.5103380636294	7
hg_200918.1	PDZD4	1	X	153830833	153830861	1321	-	153830859	153830860	0	7	11.5103380636294	4
hg_164381.1	PER1	1	17	8152381	8152411	102312	-	8152394	8152395	6.6044823171909	1	6.6044823171909	2
hg_164384.1	PER1	1	17	8156320	8156365	109401	-	8156328	8156329	4.42791656001782	2	6.6044823171909	1
